0.78,0.74,0.58,0.25,1.0,0.0,0.53,0.22,0.0
0.77,0.8,0.51,0.4,1.0,0.0,0.54,0.22,0.0
0.85,0.56,0.33,0.38,1.0,0.0,0.55,0.25,0.0
0.86,0.92,0.5,0.37,1.0,0.0,0.53,0.32,0.0
0.7,0.84,0.49,0.28,1.0,0.0,0.58,0.22,0.0
0.74,0.67,0.47,0.34,0.5,0.0,0.42,0.22,0.0
0.49,0.39,0.52,0.29,0.5,0.0,0.48,0.22,0.0
0.81,0.85,0.47,0.37,0.5,0.0,0.56,0.22,0.0
0.8,0.63,0.45,0.29,0.5,0.0,0.51,0.22,0.0
0.69,0.7,0.52,0.36,0.5,0.0,0.46,0.22,0.0
0.77,0.79,0.58,0.23,0.5,0.0,0.48,0.22,0.0
0.82,0.78,0.49,0.23,0.5,0.0,0.46,0.22,0.0
0.82,0.75,0.54,0.23,0.5,0.0,0.46,0.22,0.0
0.77,0.87,0.47,0.37,0.5,0.0,0.48,0.22,0.0
0.81,0.82,0.41,0.36,0.5,0.0,0.39,0.22,0.0
0.84,0.63,0.38,0.23,0.5,0.0,0.53,0.22,0.0
0.89,0.77,0.36,0.34,0.5,0.0,0.44,0.22,0.0
0.87,0.83,0.57,0.36,0.5,0.0,0.36,0.22,0.0
0.68,0.68,0.49,0.15,0.5,0.0,0.53,0.22,0.0
0.8,0.81,0.55,0.35,0.5,0.0,0.42,0.22,0.0
0.79,0.74,0.49,0.33,0.5,0.0,0.48,0.22,0.0
0.74,0.72,0.5,0.28,0.5,0.0,0.5,0.27,0.0
0.74,0.72,0.5,0.28,0.5,0.0,0.49,0.27,0.0
0.77,0.72,0.48,0.26,0.5,0.0,0.51,0.22,0.0
0.74,0.74,0.51,0.27,0.5,0.0,0.5,0.22,0.0
0.77,0.78,0.51,0.28,0.5,0.0,0.33,0.22,0.0
0.74,0.71,0.52,0.3,0.5,0.0,0.27,0.22,0.0
0.77,0.73,0.51,0.27,0.5,0.0,0.34,0.22,0.0
0.77,0.73,0.49,0.46,0.5,0.0,0.38,0.22,0.0
0.83,0.81,0.45,0.38,0.5,0.0,0.4,0.26,0.0
0.74,0.82,0.46,0.24,0.5,0.0,0.5,0.31,0.0
0.74,0.82,0.46,0.24,0.5,0.0,0.48,0.22,0.0
0.75,0.76,0.58,0.22,0.5,0.0,0.49,0.22,0.0
0.71,0.64,0.42,0.28,0.5,0.0,0.43,0.22,0.0
0.8,0.79,0.43,0.25,0.5,0.0,0.52,0.22,0.0
0.86,0.68,0.39,0.24,0.5,0.0,0.54,0.22,0.0
0.86,0.74,0.51,0.4,0.5,0.0,0.55,0.22,0.0
0.79,0.57,0.41,0.28,0.5,0.0,0.59,0.22,0.0
0.74,0.75,0.58,0.47,0.5,0.0,0.4,0.35,0.0
0.69,0.61,0.38,0.27,0.5,0.0,0.52,0.22,0.0
0.54,0.42,0.41,0.16,0.5,0.0,0.52,0.22,0.0
0.83,0.58,0.33,0.04,0.5,0.0,0.53,0.22,0.0
0.71,0.56,0.39,0.27,0.5,0.0,0.52,0.22,0.0
0.57,0.59,0.44,0.16,0.5,0.0,0.52,0.22,0.0
0.92,0.61,0.4,0.22,0.5,0.0,0.54,0.22,0.0
0.34,0.38,0.45,0.19,0.5,0.0,0.51,0.22,0.0
0.81,0.9,0.39,0.41,0.5,0.0,0.53,0.22,0.0
0.91,0.69,0.57,0.45,0.5,0.0,0.56,0.22,0.0
0.69,0.48,0.38,0.15,0.5,0.0,0.55,0.22,0.0
0.68,0.5,0.43,0.27,0.5,0.0,0.61,0.22,0.0
0.81,0.76,0.32,0.37,0.5,0.0,0.51,0.22,0.0
0.89,0.82,0.6,0.49,0.5,0.0,0.55,0.22,0.0
0.77,0.6,0.42,0.33,0.5,0.0,0.57,0.22,0.0
0.76,0.74,0.56,0.34,0.5,0.0,0.51,0.3,0.0
0.58,0.76,0.4,0.37,0.5,0.0,0.54,0.3,0.0
