28.0,31.0,868.0,1.107,0.492,0.745,7.49,427.0,647.0,57.0,0.0
28.0,32.0,896.0,1.143,0.481,0.742,7.43,431.0,665.0,58.0,0.0
29.0,31.0,899.0,1.069,0.463,0.726,6.93,416.0,653.0,60.0,0.0
28.0,32.0,896.0,1.143,0.488,0.743,7.05,437.0,666.0,62.0,0.0
28.0,32.0,896.0,1.143,0.462,0.722,7.02,414.0,647.0,59.0,0.0
28.0,31.0,868.0,1.107,0.508,0.767,7.47,441.0,666.0,59.0,0.0
29.0,32.0,928.0,1.103,0.476,0.72,7.25,442.0,668.0,61.0,0.0
29.0,32.0,928.0,1.103,0.432,0.689,6.27,401.0,639.0,64.0,0.0
153.0,158.0,24174.0,1.033,0.587,0.641,46.95,14180.0,15491.0,302.0,0.0
83.0,149.0,12367.0,1.795,0.388,0.472,28.77,4804.0,5838.0,167.0,0.0
95.0,93.0,8835.0,0.979,0.675,0.902,3.63,5966.0,7968.0,1644.0,0.0
93.0,104.0,9672.0,1.118,0.451,0.611,4.25,4366.0,5908.0,1028.0,0.0
168.0,145.0,24360.0,0.863,0.798,0.963,13.06,19430.0,23457.0,1488.0,0.0
187.0,137.0,25619.0,0.733,0.899,0.991,29.29,23025.0,25400.0,786.0,0.0
132.0,547.0,72204.0,4.144,0.37,0.483,20.66,26693.0,34874.0,1292.0,0.0
178.0,140.0,24920.0,0.787,0.574,0.649,21.52,14292.0,16177.0,664.0,0.0
128.0,347.0,44416.0,2.711,0.399,0.567,13.07,17721.0,25163.0,1356.0,0.0
168.0,135.0,22680.0,0.804,0.82,0.904,62.81,18591.0,20513.0,296.0,0.0
166.0,472.0,78352.0,2.843,0.359,0.547,17.12,28093.0,42821.0,1641.0,0.0
174.0,471.0,81954.0,2.707,0.339,0.433,15.84,27820.0,35499.0,1756.0,0.0
72.0,96.0,6912.0,1.333,0.488,0.582,15.69,3374.0,4025.0,215.0,0.0
163.0,161.0,26243.0,0.988,0.523,0.897,8.4,13725.0,23547.0,1634.0,0.0
186.0,469.0,87234.0,2.522,0.378,0.529,22.29,33017.0,46133.0,1481.0,0.0
187.0,141.0,26367.0,0.754,0.415,0.884,4.69,10947.0,23301.0,2333.0,0.0
64.0,73.0,4672.0,1.141,0.403,0.445,72.38,1882.0,2077.0,26.0,0.0
63.0,66.0,4158.0,1.048,0.491,0.591,44.37,2041.0,2458.0,46.0,0.0
65.0,50.0,3250.0,0.769,0.454,0.487,245.83,1475.0,1582.0,6.0,0.0
63.0,79.0,4977.0,1.254,0.338,0.345,186.78,1681.0,1718.0,9.0,0.0
98.0,3.0,294.0,0.031,0.48,0.486,141.0,141.0,143.0,1.0,0.0
19.0,2.0,38.0,0.105,0.816,0.816,31.0,31.0,31.0,1.0,0.0
5.0,2.0,10.0,0.4,0.8,0.8,8.0,8.0,8.0,1.0,0.0
94.0,2.0,188.0,0.021,0.516,0.516,97.0,97.0,97.0,1.0,0.0
4.0,2.0,8.0,0.5,0.875,0.875,7.0,7.0,7.0,1.0,0.0
66.0,3.0,198.0,0.045,0.657,0.909,2.6,130.0,180.0,50.0,0.0
93.0,4.0,372.0,0.043,0.419,0.565,2.89,156.0,210.0,54.0,0.0
44.0,3.0,132.0,0.068,0.598,0.841,2.47,79.0,111.0,32.0,0.0
42.0,7.0,294.0,0.167,0.282,0.432,2.18,83.0,127.0,38.0,0.0
17.0,2.0,34.0,0.118,0.706,0.706,24.0,24.0,24.0,1.0,0.0
76.0,1.0,76.0,0.013,1.0,1.0,76.0,76.0,76.0,1.0,0.0
69.0,3.0,207.0,0.043,0.643,0.952,2.08,133.0,197.0,64.0,0.0
12.0,2.0,24.0,0.167,0.625,0.667,15.0,15.0,16.0,1.0,0.0
261.0,30.0,7830.0,0.115,0.063,0.09,2.4,492.0,701.0,205.0,0.0
9.0,1.0,9.0,0.111,1.0,1.0,9.0,9.0,9.0,1.0,0.0
26.0,1.0,26.0,0.038,1.0,1.0,26.0,26.0,26.0,1.0,0.0
13.0,1.0,13.0,0.077,1.0,1.0,13.0,13.0,13.0,1.0,0.0
17.0,1.0,17.0,0.059,1.0,1.0,17.0,17.0,17.0,1.0,0.0
11.0,1.0,11.0,0.091,1.0,1.0,11.0,11.0,11.0,1.0,0.0
13.0,1.0,13.0,0.077,1.0,1.0,13.0,13.0,13.0,1.0,0.0
14.0,1.0,14.0,0.071,1.0,1.0,14.0,14.0,14.0,1.0,0.0
23.0,1.0,23.0,0.043,1.0,1.0,23.0,23.0,23.0,1.0,0.0
13.0,1.0,13.0,0.077,1.0,1.0,13.0,13.0,13.0,1.0,0.0
15.0,1.0,15.0,0.067,1.0,1.0,15.0,15.0,15.0,1.0,0.0
7.0,1.0,7.0,0.143,1.0,1.0,7.0,7.0,7.0,1.0,0.0
10.0,1.0,10.0,0.1,1.0,1.0,10.0,10.0,10.0,1.0,0.0
804.0,11.0,8844.0,0.014,0.191,0.233,15.64,1689.0,2058.0,108.0,0.0
8.0,1.0,8.0,0.125,0.875,1.0,7.0,7.0,8.0,1.0,0.0
27.0,4.0,108.0,0.148,0.333,0.667,2.57,36.0,72.0,14.0,0.0
27.0,4.0,108.0,0.148,0.38,0.75,2.56,41.0,81.0,16.0,0.0
8.0,1.0,8.0,0.125,1.0,1.0,8.0,8.0,8.0,1.0,0.0
9.0,1.0,9.0,0.111,1.0,1.0,9.0,9.0,9.0,1.0,0.0
9.0,2.0,18.0,0.222,0.611,0.722,11.0,11.0,13.0,1.0,0.0
54.0,1.0,54.0,0.019,1.0,1.0,54.0,54.0,54.0,1.0,0.0
39.0,1.0,39.0,0.026,1.0,1.0,39.0,39.0,39.0,1.0,0.0
38.0,1.0,38.0,0.026,1.0,1.0,38.0,38.0,38.0,1.0,0.0
58.0,3.0,174.0,0.052,0.339,0.345,59.0,59.0,60.0,1.0,0.0
53.0,1.0,53.0,0.019,1.0,1.0,53.0,53.0,53.0,1.0,0.0
54.0,1.0,54.0,0.019,1.0,1.0,54.0,54.0,54.0,1.0,0.0
42.0,1.0,42.0,0.024,1.0,1.0,42.0,42.0,42.0,1.0,0.0
34.0,1.0,34.0,0.029,1.0,1.0,34.0,34.0,34.0,1.0,0.0
31.0,1.0,31.0,0.032,1.0,1.0,31.0,31.0,31.0,1.0,0.0
22.0,1.0,22.0,0.045,1.0,1.0,22.0,22.0,22.0,1.0,0.0
7.0,1.0,7.0,0.143,1.0,1.0,7.0,7.0,7.0,1.0,0.0
14.0,1.0,14.0,0.071,1.0,1.0,14.0,14.0,14.0,1.0,0.0
11.0,1.0,11.0,0.091,1.0,1.0,11.0,11.0,11.0,1.0,0.0
9.0,1.0,9.0,0.111,1.0,1.0,9.0,9.0,9.0,1.0,0.0
20.0,1.0,20.0,0.05,1.0,1.0,20.0,20.0,20.0,1.0,0.0
25.0,1.0,25.0,0.04,1.0,1.0,25.0,25.0,25.0,1.0,0.0
10.0,1.0,10.0,0.1,1.0,1.0,10.0,10.0,10.0,1.0,0.0
18.0,1.0,18.0,0.056,1.0,1.0,18.0,18.0,18.0,1.0,0.0
8.0,1.0,8.0,0.125,1.0,1.0,8.0,8.0,8.0,1.0,0.0
27.0,1.0,27.0,0.037,1.0,1.0,27.0,27.0,27.0,1.0,0.0
31.0,1.0,31.0,0.032,1.0,1.0,31.0,31.0,31.0,1.0,0.0
8.0,1.0,8.0,0.125,1.0,1.0,8.0,8.0,8.0,1.0,0.0
12.0,1.0,12.0,0.083,1.0,1.0,12.0,12.0,12.0,1.0,0.0
12.0,1.0,12.0,0.083,1.0,1.0,12.0,12.0,12.0,1.0,0.0
9.0,1.0,9.0,0.111,1.0,1.0,9.0,9.0,9.0,1.0,0.0
9.0,1.0,9.0,0.111,1.0,1.0,9.0,9.0,9.0,1.0,0.0
13.0,1.0,13.0,0.077,1.0,1.0,13.0,13.0,13.0,1.0,0.0
47.0,1.0,47.0,0.021,1.0,1.0,47.0,47.0,47.0,1.0,0.0
16.0,1.0,16.0,0.063,1.0,1.0,16.0,16.0,16.0,1.0,0.0
5.0,2.0,10.0,0.4,0.9,0.9,9.0,9.0,9.0,1.0,0.0
14.0,2.0,28.0,0.143,0.536,0.536,15.0,15.0,15.0,1.0,0.0
11.0,2.0,22.0,0.182,0.636,0.636,14.0,14.0,14.0,1.0,0.0
4.0,2.0,8.0,0.5,1.0,1.0,8.0,8.0,8.0,1.0,0.0
9.0,1.0,9.0,0.111,1.0,1.0,9.0,9.0,9.0,1.0,0.0
6.0,21.0,126.0,3.5,0.198,0.444,1.67,25.0,56.0,15.0,0.0
84.0,1.0,84.0,0.012,1.0,1.0,84.0,84.0,84.0,1.0,0.0
117.0,1.0,117.0,0.009,1.0,1.0,117.0,117.0,117.0,1.0,0.0
136.0,1.0,136.0,0.007,0.993,1.0,135.0,135.0,136.0,1.0,0.0
37.0,1.0,37.0,0.027,1.0,1.0,37.0,37.0,37.0,1.0,0.0
32.0,1.0,32.0,0.031,1.0,1.0,32.0,32.0,32.0,1.0,0.0
430.0,5.0,2150.0,0.012,0.216,0.221,46.5,465.0,475.0,10.0,0.0
10.0,1.0,10.0,0.1,0.9,1.0,9.0,9.0,10.0,1.0,0.0
8.0,1.0,8.0,0.125,1.0,1.0,8.0,8.0,8.0,1.0,0.0
7.0,2.0,14.0,0.286,0.643,0.714,9.0,9.0,10.0,1.0,0.0
105.0,2.0,210.0,0.019,0.529,0.533,111.0,111.0,112.0,1.0,0.0
9.0,1.0,9.0,0.111,1.0,1.0,9.0,9.0,9.0,1.0,0.0
7.0,1.0,7.0,0.143,1.0,1.0,7.0,7.0,7.0,1.0,0.0
10.0,1.0,10.0,0.1,1.0,1.0,10.0,10.0,10.0,1.0,0.0
8.0,1.0,8.0,0.125,1.0,1.0,8.0,8.0,8.0,1.0,0.0
7.0,1.0,7.0,0.143,1.0,1.0,7.0,7.0,7.0,1.0,0.0
7.0,1.0,7.0,0.143,1.0,1.0,7.0,7.0,7.0,1.0,0.0
9.0,1.0,9.0,0.111,1.0,1.0,9.0,9.0,9.0,1.0,0.0
8.0,1.0,8.0,0.125,1.0,1.0,8.0,8.0,8.0,1.0,0.0
48.0,402.0,19296.0,8.375,0.055,0.094,4.13,1058.0,1814.0,256.0,0.0
304.0,463.0,140752.0,1.523,0.063,0.121,3.91,8898.0,17081.0,2273.0,0.0
306.0,465.0,142290.0,1.52,0.055,0.123,2.69,7861.0,17452.0,2925.0,0.0
45.0,79.0,3555.0,1.756,0.087,0.195,4.81,308.0,693.0,64.0,0.0
311.0,463.0,143993.0,1.489,0.088,0.16,3.93,12631.0,23092.0,3212.0,0.0
12.0,146.0,1752.0,12.167,0.091,0.128,26.67,160.0,225.0,6.0,0.0
212.0,464.0,98368.0,2.189,0.052,0.07,11.84,5066.0,6884.0,428.0,0.0
8.0,16.0,128.0,2.0,0.156,0.859,5.0,20.0,110.0,4.0,0.0
9.0,10.0,90.0,1.111,0.144,0.522,6.5,13.0,47.0,2.0,0.0
52.0,461.0,23972.0,8.865,0.192,0.248,11.52,4607.0,5938.0,400.0,0.0
38.0,70.0,2660.0,1.842,0.059,0.062,19.63,157.0,165.0,8.0,0.0
36.0,172.0,6192.0,4.778,0.128,0.337,4.84,793.0,2086.0,164.0,0.0
7.0,9.0,63.0,1.286,0.143,0.238,9.0,9.0,15.0,1.0,0.0
37.0,72.0,2664.0,1.946,0.12,0.257,7.64,321.0,685.0,42.0,0.0
49.0,79.0,3871.0,1.612,0.084,0.179,7.36,324.0,694.0,44.0,0.0
39.0,70.0,2730.0,1.795,0.09,0.255,7.0,245.0,697.0,35.0,0.0
31.0,71.0,2201.0,2.29,0.159,0.296,10.29,350.0,651.0,34.0,0.0
153.0,442.0,67626.0,2.889,0.114,0.215,6.27,7689.0,14538.0,1227.0,0.0
47.0,286.0,13442.0,6.085,0.183,0.317,4.67,2459.0,4258.0,526.0,0.0
36.0,96.0,3456.0,2.667,0.096,0.207,7.7,331.0,717.0,43.0,0.0
43.0,62.0,2666.0,1.442,0.08,0.17,6.63,212.0,454.0,32.0,0.0
33.0,28.0,924.0,0.848,0.098,0.271,5.69,91.0,250.0,16.0,0.0
17.0,60.0,1020.0,3.529,0.139,0.371,7.1,142.0,378.0,20.0,0.0
5.0,7.0,35.0,1.4,0.229,0.6,2.67,8.0,21.0,3.0,0.0
9.0,17.0,153.0,1.889,0.144,0.458,3.14,22.0,70.0,7.0,0.0
4.0,8.0,32.0,2.0,0.344,0.531,5.5,11.0,17.0,2.0,0.0
85.0,69.0,5865.0,0.812,0.165,0.441,1.44,969.0,2588.0,674.0,0.0
13.0,13.0,169.0,1.0,0.124,0.45,3.5,21.0,76.0,6.0,0.0
14.0,19.0,266.0,1.357,0.128,0.541,2.83,34.0,144.0,12.0,0.0
14.0,19.0,266.0,1.357,0.113,0.504,30.0,30.0,134.0,1.0,0.0
15.0,14.0,210.0,0.933,0.11,0.338,1.92,23.0,71.0,12.0,0.0
7.0,24.0,168.0,3.429,0.101,0.298,1.89,17.0,50.0,9.0,0.0
5.0,12.0,60.0,2.4,0.133,0.267,4.0,8.0,16.0,2.0,0.0
8.0,5.0,40.0,0.625,0.275,0.45,3.67,11.0,18.0,3.0,0.0
4.0,5.0,20.0,1.25,0.35,0.8,2.33,7.0,16.0,3.0,0.0
7.0,15.0,105.0,2.143,0.114,0.295,2.4,12.0,31.0,5.0,0.0
7.0,13.0,91.0,1.857,0.154,0.484,2.0,14.0,44.0,7.0,0.0
4.0,7.0,28.0,1.75,0.286,1.0,2.0,8.0,28.0,4.0,0.0
4.0,5.0,20.0,1.25,0.35,0.8,2.33,7.0,16.0,3.0,0.0
5.0,3.0,15.0,0.6,0.467,0.6,3.5,7.0,9.0,2.0,0.0
5.0,9.0,45.0,1.8,0.178,0.533,1.6,8.0,24.0,5.0,0.0
100.0,49.0,4900.0,0.49,0.093,0.4,1.77,458.0,1958.0,259.0,0.0
16.0,30.0,480.0,1.875,0.133,0.471,2.29,64.0,226.0,28.0,0.0
10.0,7.0,70.0,0.7,0.157,0.6,1.57,11.0,42.0,7.0,0.0
6.0,5.0,30.0,0.833,0.233,0.633,1.75,7.0,19.0,4.0,0.0
6.0,12.0,72.0,2.0,0.139,0.514,1.43,10.0,37.0,7.0,0.0
81.0,49.0,3969.0,0.605,0.113,0.398,2.26,449.0,1580.0,199.0,0.0
6.0,6.0,36.0,1.0,0.194,0.417,3.5,7.0,15.0,2.0,0.0
6.0,9.0,54.0,1.5,0.148,0.296,4.0,8.0,16.0,2.0,0.0
21.0,68.0,1428.0,3.238,0.052,0.109,5.69,74.0,156.0,13.0,0.0
7.0,47.0,329.0,6.714,0.158,0.289,5.78,52.0,95.0,9.0,0.0
13.0,8.0,104.0,0.615,0.154,0.769,1.07,16.0,80.0,15.0,0.0
8.0,1.0,8.0,0.125,0.875,1.0,7.0,7.0,8.0,1.0,0.0
8.0,9.0,72.0,1.125,0.125,0.319,4.5,9.0,23.0,2.0,0.0
9.0,6.0,54.0,0.667,0.407,0.519,5.5,22.0,28.0,4.0,0.0
10.0,12.0,120.0,1.2,0.208,0.583,1.67,25.0,70.0,15.0,0.0
24.0,18.0,432.0,0.75,0.139,0.377,2.07,60.0,163.0,29.0,0.0
14.0,17.0,238.0,1.214,0.113,0.387,1.8,27.0,92.0,15.0,0.0
22.0,22.0,484.0,1.0,0.107,0.473,1.79,52.0,229.0,29.0,0.0
16.0,4.0,64.0,0.25,0.156,0.531,5.0,10.0,34.0,2.0,0.0
16.0,21.0,336.0,1.313,0.095,0.515,1.6,32.0,173.0,20.0,0.0
13.0,5.0,65.0,0.385,0.123,0.538,8.0,8.0,35.0,1.0,0.0
7.0,11.0,77.0,1.571,0.117,0.494,1.8,9.0,38.0,5.0,0.0
36.0,48.0,1728.0,1.333,0.143,0.437,3.58,247.0,755.0,69.0,0.0
55.0,48.0,2640.0,0.873,0.142,0.364,4.26,375.0,960.0,88.0,0.0
53.0,48.0,2544.0,0.906,0.181,0.374,4.69,460.0,951.0,98.0,0.0
29.0,48.0,1392.0,1.655,0.116,0.268,5.06,162.0,373.0,32.0,0.0
21.0,4.0,84.0,0.19,0.31,0.643,3.71,26.0,54.0,7.0,0.0
19.0,47.0,893.0,2.474,0.078,0.112,3.89,70.0,100.0,18.0,0.0
13.0,5.0,65.0,0.385,0.323,0.554,5.25,21.0,36.0,4.0,0.0
25.0,9.0,225.0,0.36,0.187,0.436,2.47,42.0,98.0,17.0,0.0
8.0,4.0,32.0,0.5,0.438,0.594,7.0,14.0,19.0,2.0,0.0
17.0,9.0,153.0,0.529,0.209,0.497,1.88,32.0,76.0,17.0,0.0
5.0,4.0,20.0,0.8,0.45,0.65,4.5,9.0,13.0,2.0,0.0
9.0,4.0,36.0,0.444,0.25,0.75,9.0,9.0,27.0,1.0,0.0
12.0,4.0,48.0,0.333,0.292,1.0,2.0,14.0,48.0,7.0,0.0
6.0,5.0,30.0,0.833,0.367,1.0,2.2,11.0,30.0,5.0,0.0
6.0,13.0,78.0,2.167,0.103,0.449,4.0,8.0,35.0,2.0,0.0
4.0,11.0,44.0,2.75,0.159,0.932,1.75,7.0,41.0,4.0,0.0
54.0,48.0,2592.0,0.889,0.143,0.264,6.85,370.0,685.0,54.0,0.0
53.0,48.0,2544.0,0.906,0.157,0.269,7.84,400.0,685.0,51.0,0.0
52.0,48.0,2496.0,0.923,0.138,0.248,7.67,345.0,619.0,45.0,0.0
68.0,34.0,2312.0,0.5,0.224,0.526,2.44,519.0,1215.0,213.0,0.0
67.0,30.0,2010.0,0.448,0.169,0.46,2.26,339.0,924.0,150.0,0.0
20.0,39.0,780.0,1.95,0.14,0.405,3.21,109.0,316.0,34.0,0.0
