1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0.0,0.0
1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0.0,0.0,0.0
1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0.0,0.0,0.0
1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0.0,0.0,0.0
1.51969,12.64,0.0,1.65,73.75,0.38,11.53,0.0,0.0,0.0
1.51666,12.86,0.0,1.83,73.88,0.97,10.17,0.0,0.0,0.0
1.51994,13.27,0.0,1.76,73.03,0.47,11.32,0.0,0.0,0.0
1.52369,13.44,0.0,1.58,72.22,0.32,12.24,0.0,0.0,0.0
1.51316,13.02,0.0,3.04,70.48,6.21,6.96,0.0,0.0,0.0
1.51321,13.0,0.0,3.02,70.7,6.21,6.93,0.0,0.0,0.0
1.52043,13.38,0.0,1.4,72.25,0.33,12.5,0.0,0.0,0.0
1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0.0,0.28,0.0
1.51905,14.0,2.39,1.56,72.37,0.0,9.57,0.0,0.0,0.0
1.51937,13.79,2.41,1.19,72.76,0.0,9.77,0.0,0.0,0.0
1.51829,14.46,2.24,1.62,72.38,0.0,9.26,0.0,0.0,0.0
1.51852,14.09,2.19,1.66,72.67,0.0,9.32,0.0,0.0,0.0
1.51299,14.4,1.74,1.54,74.55,0.0,7.59,0.0,0.0,0.0
1.51888,14.99,0.78,1.74,72.5,0.0,9.95,0.0,0.0,0.0
1.51916,14.15,0.0,2.09,72.74,0.0,10.88,0.0,0.0,0.0
1.51115,17.38,0.0,0.34,75.41,0.0,6.65,0.0,0.0,0.0
1.51131,13.69,3.2,1.81,72.81,1.76,5.43,1.19,0.0,0.0
1.51838,14.32,3.26,2.22,71.25,1.46,5.79,1.63,0.0,0.0
1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0.0,0.0,0.0
1.52247,14.86,2.2,2.06,70.26,0.76,9.76,0.0,0.0,0.0
1.52365,15.79,1.83,1.31,70.43,0.31,8.61,1.68,0.0,0.0
1.51613,13.88,1.78,1.79,73.1,0.0,8.67,0.76,0.0,0.0
1.51602,14.85,0.0,2.38,73.28,0.0,8.76,0.64,0.09,0.0
1.51623,14.2,0.0,2.79,73.46,0.04,9.04,0.4,0.09,0.0
1.51719,14.75,0.0,2.0,73.02,0.0,8.53,1.59,0.08,0.0
1.51683,14.56,0.0,1.98,73.29,0.0,8.52,1.57,0.07,0.0
1.51545,14.14,0.0,2.68,73.39,0.08,9.07,0.61,0.05,0.0
1.51556,13.87,0.0,2.54,73.23,0.14,9.41,0.81,0.01,0.0
1.51727,14.7,0.0,2.34,73.28,0.0,8.95,0.66,0.0,0.0
1.51531,14.38,0.0,2.66,73.1,0.04,9.08,0.64,0.0,0.0
1.51609,15.01,0.0,2.51,73.05,0.05,8.83,0.53,0.0,0.0
1.51508,15.15,0.0,2.25,73.5,0.0,8.34,0.63,0.0,0.0
1.51653,11.95,0.0,1.19,75.18,2.7,8.93,0.0,0.0,0.0
1.51514,14.85,0.0,2.42,73.72,0.0,8.39,0.56,0.0,0.0
1.51658,14.8,0.0,1.99,73.11,0.0,8.28,1.71,0.0,0.0
1.51617,14.95,0.0,2.27,73.3,0.0,8.71,0.67,0.0,0.0
1.51732,14.95,0.0,1.8,72.99,0.0,8.61,1.55,0.0,0.0
1.51645,14.94,0.0,1.87,73.11,0.0,8.67,1.38,0.0,0.0
1.51831,14.39,0.0,1.82,72.86,1.41,6.47,2.88,0.0,0.0
1.5164,14.37,0.0,2.74,72.85,0.0,9.45,0.54,0.0,0.0
1.51623,14.14,0.0,2.88,72.61,0.08,9.18,1.06,0.0,0.0
1.51685,14.92,0.0,1.99,73.06,0.0,8.4,1.59,0.0,0.0
1.52065,14.36,0.0,2.02,73.42,0.0,8.44,1.64,0.0,0.0
1.51651,14.38,0.0,1.94,73.61,0.0,8.48,1.57,0.0,0.0
1.51711,14.23,0.0,2.08,73.36,0.0,8.62,1.67,0.0,0.0
1.515827484716644,14.245003986962429,0.0,2.7837463452844418,72.82438314004828,0.062499335506262105,9.136248338765656,0.8762430228157522,0.0,0.0
1.5196051546039826,14.13960028053361,2.359158077556528,1.6411629537986103,72.02749233496986,0.12336768977388768,9.600841922443472,0.0,0.0,0.0
1.519103981487289,14.31805553813313,0.15605157112362053,2.0199768591111957,72.69198413196196,0.0,10.693938511352608,0.0,0.0,0.0
1.5164568903372617,14.148633792429253,3.243679408802786,2.108475960152371,71.67433537112757,1.54160295598607,5.692076452816716,1.5103156645537636,0.0,0.0
1.5229252465333205,13.460810506174035,3.284703512166133,1.227621656437253,72.4025942638461,0.5643248465587956,8.885891073724554,0.0,0.0,0.0
1.51333944867219,13.06774256938451,0.17975256034701795,3.0521944884203616,70.64567180079064,5.906164515532839,6.858903838071702,0.14755807192665651,0.0,0.0
1.5184515720334784,14.279266769591015,0.0,2.0572614909579934,73.38273850904201,0.0,8.55178447287398,1.6586307454789966,0.0,0.0
1.5199612039716761,13.274760075274228,0.0,1.7444215718297997,72.99624673896457,0.46394172237825543,11.37106262566899,0.0,0.0,0.0
1.5166920766671266,14.822718243336444,0.0,1.9612235584405038,73.09182540533084,0.0,8.329980135340177,1.6857672071077925,0.0,0.0
1.5173674885565118,14.375857543205257,0.0,1.956569827178972,73.57064666044994,0.0,8.471715086410514,1.5844985987816005,0.0,0.0
1.5154577578269939,14.120958061015166,0.0,2.670126402007864,73.37871588800898,0.08423154199662981,9.093978737980903,0.624105139988766,0.04717897200224679,0.0
1.514401425057636,13.948291388627565,2.7802764934802067,3.174101396189328,70.45309107877347,1.6954271528431086,5.785150659362902,2.0052321953557524,0.0,0.0
1.5162902829898275,14.260282989827457,0.0,2.7722697088742767,73.24369044826616,0.025815767099421405,9.18538838723093,0.44964481515202515,0.058085475973698154,0.0
1.5220932681230952,13.58433411001625,3.095147491936717,1.3150540291167194,72.37742260517828,0.44535631069687387,9.02072721680719,0.0,0.0,0.0
1.5212841086149527,13.330932923877857,0.0,1.6954827864822695,72.73967253917021,0.4162356554018911,11.649754646868402,0.0,0.0,0.0
1.5169212561034777,14.894133058326554,0.0,1.9817030564443663,73.05023888993455,0.06881582596143243,8.305805287868395,1.6529591599221616,0.0,0.0
1.5128922822275945,14.358702608090512,1.8249213974476794,1.555704641993749,74.4487923071514,0.10237099966295604,7.464362864050008,0.06921675545393047,0.0,0.0
