0.06,0.61,0.48,0.5,0.49,0.92,0.37,0.0
0.63,0.47,0.48,0.5,0.51,0.82,0.84,0.0
0.23,0.48,0.48,0.5,0.59,0.88,0.89,0.0
0.34,0.49,0.48,0.5,0.58,0.85,0.8,0.0
0.43,0.4,0.48,0.5,0.58,0.75,0.78,0.0
0.46,0.61,0.48,0.5,0.48,0.86,0.87,0.0
0.27,0.35,0.48,0.5,0.51,0.77,0.79,0.0
0.52,0.39,0.48,0.5,0.65,0.71,0.73,0.0
0.29,0.47,0.48,0.5,0.71,0.65,0.69,0.0
0.55,0.47,0.48,0.5,0.57,0.78,0.8,0.0
0.12,0.67,0.48,0.5,0.74,0.58,0.63,0.0
0.4,0.5,0.48,0.5,0.65,0.82,0.84,0.0
0.73,0.36,0.48,0.5,0.53,0.91,0.92,0.0
0.48,0.45,0.48,0.5,0.6,0.78,0.8,0.0
0.54,0.49,0.48,0.5,0.4,0.87,0.88,0.0
0.48,0.41,0.48,0.5,0.51,0.9,0.88,0.0
0.5,0.66,0.48,0.5,0.31,0.92,0.92,0.0
0.72,0.46,0.48,0.5,0.51,0.66,0.7,0.0
0.47,0.55,0.48,0.5,0.58,0.71,0.75,0.0
0.33,0.56,0.48,0.5,0.33,0.78,0.8,0.0
0.54,0.57,0.48,0.5,0.56,0.81,0.83,0.0
0.47,0.59,0.48,0.5,0.52,0.76,0.79,0.0
0.63,0.5,0.48,0.5,0.59,0.85,0.86,0.0
0.49,0.42,0.48,0.5,0.53,0.79,0.81,0.0
0.31,0.5,0.48,0.5,0.57,0.84,0.85,0.0
0.74,0.44,0.48,0.5,0.55,0.88,0.89,0.0
0.33,0.45,0.48,0.5,0.45,0.88,0.89,0.0
0.45,0.4,0.48,0.5,0.61,0.74,0.77,0.0
0.5,0.37,0.48,0.5,0.66,0.64,0.69,0.0
0.66,0.53,0.48,0.5,0.59,0.66,0.66,0.0
0.6,0.61,0.48,0.5,0.54,0.67,0.71,0.0
0.83,0.37,0.48,0.5,0.61,0.71,0.74,0.0
0.34,0.51,0.48,0.5,0.67,0.9,0.9,0.0
0.63,0.54,0.48,0.5,0.65,0.79,0.81,0.0
0.7,0.4,0.48,0.5,0.56,0.86,0.83,0.0
0.74,0.7,0.48,0.5,0.66,0.65,0.69,0.0
0.2,0.46,0.48,0.5,0.57,0.78,0.81,0.0
0.12,0.43,0.48,0.5,0.63,0.7,0.74,0.0
0.61,0.52,0.48,0.5,0.54,0.67,0.52,0.0
0.33,0.37,0.48,0.5,0.46,0.65,0.69,0.0
0.63,0.65,0.48,0.5,0.66,0.67,0.71,0.0
0.41,0.51,0.48,0.5,0.53,0.75,0.78,0.0
0.34,0.67,0.48,0.5,0.52,0.76,0.79,0.0
0.58,0.34,0.48,0.5,0.56,0.87,0.81,0.0
0.59,0.56,0.48,0.5,0.55,0.8,0.82,0.0
0.51,0.4,0.48,0.5,0.57,0.62,0.67,0.0
0.37,0.47,0.48,0.5,0.39,0.76,0.79,0.0
0.58,0.55,0.48,0.5,0.57,0.7,0.74,0.0
0.36,0.47,0.48,0.5,0.51,0.69,0.72,0.0
0.39,0.41,0.48,0.5,0.52,0.72,0.75,0.0
0.35,0.51,0.48,0.5,0.61,0.71,0.74,0.0
0.31,0.44,0.48,0.5,0.5,0.79,0.82,0.0
0.48,0.49,0.48,0.5,0.52,0.77,0.71,0.0
0.11,0.5,0.48,0.5,0.58,0.72,0.68,0.0
0.31,0.36,0.48,0.5,0.58,0.94,0.94,0.0
0.68,0.51,0.48,0.5,0.71,0.75,0.78,0.0
0.52,0.54,0.48,0.5,0.62,0.76,0.79,0.0
0.46,0.59,0.48,0.5,0.36,0.76,0.23,0.0
0.36,0.45,0.48,0.5,0.38,0.79,0.17,0.0
0.0,0.51,0.48,0.5,0.35,0.67,0.44,0.0
0.1,0.49,0.48,0.5,0.41,0.67,0.21,0.0
0.3,0.51,0.48,0.5,0.42,0.61,0.34,0.0
0.61,0.47,0.48,0.5,0.0,0.8,0.32,0.0
0.63,0.75,0.48,0.5,0.64,0.73,0.66,0.0
0.71,0.52,0.48,0.5,0.64,1.0,0.99,0.0
0.13905272656105133,0.4870876770839772,0.48,0.5,0.5767719192709942,0.7393684843740342,0.7219650494770742,0.0
0.14083186384773028,0.41888967261454385,0.48,0.5,0.6133345089218157,0.7097215364622741,0.7469439546159101,0.0
0.6746541287985038,0.5132075227208978,0.48,0.5,0.7035849545582045,0.754276696961197,0.7832075227208978,0.0
0.6081719748210546,0.6626878992842186,0.48,0.5,0.6094407647494765,0.7169031848926327,0.6949248402863126,0.0
0.5056002564611289,0.4,0.48,0.5,0.5729331623592473,0.628799487077742,0.6773329058981185,0.0
0.5937190406286424,0.5911571218859276,0.48,0.5,0.5494214390570362,0.6794214390570362,0.7194214390570361,0.0
0.4869368037054423,0.44144237406190406,0.48,0.5,0.5269368037054423,0.7838736074108846,0.7793680370544227,0.0
0.5450005310051188,0.519994689948812,0.48,0.5,0.5650005310051188,0.7949984069846436,0.8149984069846437,0.0
0.5567145306344871,0.54,0.48,0.5,0.6300130538094055,0.7700130538094055,0.7966753692062705,0.0
0.40773629821184487,0.4055659254470388,0.48,0.5,0.5466044473177674,0.7333022236588836,0.7633022236588837,0.0
0.8172800617659799,0.380407222191471,0.48,0.5,0.5984364197872544,0.7042182098936272,0.7353745679149017,0.0
