[1.957, 1.985, 2.004, 2.035, 1.99, 1.981, 1.996, 2.29, 2.049, 2.057, 1.753, 1.734, 1.745, 1.764, 1.791, 1.617, 1.426, 1.412, 1.424, 1.447, 0.629, 2.016, 1.953, 1.945, 0.0]
[1.353, 1.372, 5.0, 3.489, 3.447, 4.393, 1.834, 1.8, 1.811, 2.372, 1.856, 1.663, 1.438, 1.424, 1.436, 1.456, 0.547, 0.515, 0.5, 0.492, 0.501, 4.398, 0.825, 1.346, 0.0]
[1.688231508255866, 1.7091046292080931, 2.525061921930304, 2.601792533985385, 1.967384245872067, 1.9516939273004077, 2.012380637143319, 2.0444395717376715, 2.0184624190445417, 2.416015629849374, 2.0264401692048617, 2.015858088570044, 2.070854479841296, 2.0806933298332173, 3.504134072579663, 1.74346662524048, 5.0, 1.4676867098429112, 5.0, 0.4693583873036389, 0.6476458188922997, 1.5959873574865782, 1.6879591090493886, 1.681231508255866, 0.0]
[2.299230988820138, 2.4578982007224317, 2.4578982007224317, 2.482964431200597, 5.0, 3.7733683568971097, 4.22713246095633, 2.444325026315269, 2.7098013085655044, 2.722434587375275, 1.8241017992775683, 3.777701144994816, 1.0261390037838518, 0.9536688476091737, 0.9486349145166509, 0.9633683568971096, 1.040899836429312, 1.0060016357068804, 0.9594071971102734, 0.9751308252494502, 0.9779321338149544, 3.043356458896006, 1.3583618140695883, 1.7376267359822493, 0.0]
[0.7375016209619407, 0.739368389876047, 5.0, 5.012035312161313, 3.8230979189245806, 5.0, 2.9391725520268857, 3.288837591599174, 2.8604550493173884, 2.120525673640014, 1.9968451913041165, 1.3931139540432964, 1.3793218182314948, 1.3767022344465787, 1.414886812812501, 1.4374710844361043, 0.6518860459567035, 0.5032391675698323, 0.4922038554085194, 0.48944703175803067, 0.5115842716236033, 0.6772311500104744, 0.6620939101449018, 0.6831019277042598, 0.0]
[0.583, 5.0, 5.0, 1.235, 1.253, 4.765, 4.127, 5.0, 2.909, 2.896, 2.635, 1.73, 1.325, 5.0, 5.0, 0.874, 0.885, 0.907, 1.089, 1.129, 0.504, 0.51, 0.522, 4.724, 0.0]
[0.496, 1.489, 1.404, 1.392, 1.404, 1.43, 1.452, 2.637, 2.657, 3.266, 5.0, 5.0, 5.0, 5.0, 0.951, 0.833, 0.852, 0.887, 5.0, 0.452, 0.434, 0.428, 0.436, 0.499, 0.0]
[2.0679912233961475, 1.9995891204046514, 1.6680011683286091, 1.2771431909510311, 1.2430572763804126, 1.2344570427146906, 1.2467708944783502, 1.4072758669445808, 1.6352875502306714, 1.346165389194603, 0.9698316758445897, 0.9646884848935585, 0.982116889418043, 5.0, 1.08960257032294, 1.0865727638041247, 1.0362063089744888, 0.9359140854293813, 2.4738281708587624, 4.641005271618025, 2.508140854293813, 3.8047392930487676, 2.434366454829636, 2.4148796055961297, 0.0]
[1.361, 1.368, 1.565, 1.939, 1.938, 1.837, 1.82, 3.247, 3.907, 3.904, 5.0, 1.611, 1.567, 1.606, 2.81, 0.826, 0.643, 0.469, 0.459, 0.46, 0.478, 0.506, 0.554, 1.381, 0.0]
[1.515, 1.508, 1.53, 2.028, 1.568, 5.0, 3.222, 3.199, 5.0, 3.793, 5.0, 5.0, 5.0, 1.424, 1.426, 1.057, 0.743, 0.536, 0.496, 0.488, 0.497, 5.0, 0.801, 1.237, 0.0]
[1.581, 1.604, 1.643, 1.876, 1.87, 1.876, 5.0, 1.921, 2.514, 2.154, 2.143, 2.211, 2.472, 5.0, 5.0, 5.0, 5.0, 0.486, 0.553, 0.694, 1.576, 1.561, 1.552, 1.558, 0.0]
[1.375, 1.418, 1.568, 1.437, 5.0, 1.757, 3.212, 5.0, 5.0, 5.0, 5.0, 1.558, 1.552, 1.519, 1.104, 0.824, 0.595, 0.48, 0.472, 0.481, 0.583, 1.433, 1.114, 1.386, 0.0]
[0.719, 0.766, 0.813, 5.01, 3.835, 5.0, 2.941, 2.93, 2.849, 2.415, 2.098, 1.374, 1.356, 1.354, 1.37, 1.406, 0.541, 0.542, 0.498, 0.494, 0.508, 0.696, 0.683, 0.693, 0.0]
[1.5081549861013248, 5.0, 5.0, 3.961146672178781, 5.0, 5.0, 1.8696266207181662, 2.2552811974170717, 2.8797281212431747, 5.0, 1.7507431114785854, 1.7309076171876971, 1.7349371957634374, 1.7527431114785854, 1.8388798621544984, 0.5239408428485198, 0.49256746356668585, 0.48219408428485194, 0.486611831430296, 0.5531478928787006, 0.7188375187809698, 0.7474511737538071, 1.065719003530469, 1.0859278771031908, 0.0]
[1.6072638553645464, 2.457477582566216, 2.464468831809661, 1.9147565630674166, 1.9048811984525602, 1.91388119845256, 5.0, 1.9654722892709076, 2.4929249522353376, 2.1192346861760276, 2.105110050790884, 2.14549270770287, 2.421483956946315, 2.940267061242702, 1.833481040027463, 5.0, 5.0, 4.9490241274763, 0.4617448953920093, 0.7535195005149318, 1.6067653138239724, 1.593516043053685, 1.5837653138239722, 1.6121479707359583, 0.0]
[1.4055782395801373, 1.8851718826386759, 1.6379288491110238, 1.8277188263867583, 1.8212031784707308, 1.8272031784707308, 5.0, 1.8733750611094067, 2.1077809291756155, 2.3267342298651594, 2.312734229865159, 2.797207818877681, 2.645077995142511, 5.0, 5.0, 5.0, 1.9317501222188131, 0.48014058680662086, 0.5172190708243845, 0.519968704167945, 1.4042657701348407, 1.3882657701348406, 1.3782657701348406, 1.4052344743027856, 0.0]
[1.269, 1.512, 2.507, 2.752, 2.642, 2.652, 5.0, 3.698, 5.0, 2.608, 2.598, 2.617, 1.636, 5.0, 5.0, 0.772, 0.761, 0.768, 0.79, 0.478, 0.926, 0.927, 1.039, 1.485, 0.0]
[1.2527076128585175, 2.3283930981860808, 5.0, 5.0, 4.340717720086549, 4.548838464969352, 4.092327618682516, 1.8616814785599225, 5.0, 3.645844023576164, 1.5555645598269014, 1.5298649605036656, 1.5182077031674472, 1.5218649605036656, 1.3179818792366866, 1.780584774282965, 0.5159797855439365, 0.4570463487546584, 0.44771772008654925, 0.45836086342709503, 0.47036086342709504, 0.496360863427095, 1.2410644695179718, 1.2387076128585175, 0.0]
