[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[8.0, 1.0, 8.0, 0.125, 1.0, 1.0, 8.0, 8.0, 8.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[8.0, 1.0, 8.0, 0.125, 1.0, 1.0, 8.0, 8.0, 8.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[8.0, 1.0, 8.0, 0.125, 1.0, 1.0, 8.0, 8.0, 8.0, 1.0, 0.0]
[8.0, 1.0, 8.0, 0.125, 1.0, 1.0, 8.0, 8.0, 8.0, 1.0, 0.0]
[8.0, 1.0, 8.0, 0.125, 1.0, 1.0, 8.0, 8.0, 8.0, 1.0, 0.0]
[7.0, 1.0, 7.0, 0.143, 1.0, 1.0, 7.0, 7.0, 7.0, 1.0, 0.0]
[8.0, 1.0, 8.0, 0.125, 1.0, 1.0, 8.0, 8.0, 8.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[7.0, 1.0, 7.0, 0.143, 1.0, 1.0, 7.0, 7.0, 7.0, 1.0, 0.0]
[16.0, 22.818133135121116, 365.09013016193785, 1.4266333209450697, 0.10613606545261683, 0.5106819338040873, 1.8227213090523366, 39.95433246615488, 185.95419858773795, 21.363599851340837, 0.0]
[7.0, 1.0, 7.0, 0.143, 1.0, 1.0, 7.0, 7.0, 7.0, 1.0, 0.0]
[7.0, 1.0, 7.0, 0.143, 1.0, 1.0, 7.0, 7.0, 7.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[92.32737922058531, 107.02679350736605, 9853.271300052256, 1.163536426766374, 0.4467624890896875, 0.601650571166136, 5.899266151124795, 4395.460790138363, 5903.291654544098, 970.0873508923961, 0.0]
[7.0, 1.0, 7.0, 0.143, 1.0, 1.0, 7.0, 7.0, 7.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[8.0, 1.0, 8.0, 0.125, 1.0, 1.0, 8.0, 8.0, 8.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[41.32556307851361, 64.67909907437823, 2663.9906756942164, 1.575954953718911, 0.07296736492975717, 0.13383216249589402, 10.98353599586461, 193.58119386364973, 357.21754593808674, 23.962702776865335, 0.0]
[8.0, 1.0, 8.0, 0.125, 1.0, 1.0, 8.0, 8.0, 8.0, 1.0, 0.0]
[8.0, 1.0, 8.0, 0.125, 1.0, 1.0, 8.0, 8.0, 8.0, 1.0, 0.0]
[5.7659497441496725, 7.978733674467104, 43.72341709308388, 1.5000030168747118, 0.20276570839417274, 0.5118087237451924, 2.128505323463274, 8.765949744149673, 22.468100511700655, 4.489366837233552, 0.0]
[9.448324228362004, 17.05905802472914, 147.1825631170809, 2.268455632727856, 0.16154628672874455, 0.44695570648145316, 2.571490476843209, 23.02952901236457, 65.85235493817716, 10.56644027782028, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[10.202478833548692, 37.74839448085933, 331.49081687053786, 4.792156868889279, 0.13558264816515916, 0.3694178018202227, 4.292626497307386, 44.883380369891796, 122.754816557422, 12.914140796559513, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[7.0, 1.0, 7.0, 0.143, 1.0, 1.0, 7.0, 7.0, 7.0, 1.0, 0.0]
[8.0, 16.0, 128.0, 2.0, 0.156, 0.859, 5.0, 20.0, 110.0, 4.0, 0.0]
[7.0, 1.0, 7.0, 0.143, 1.0, 1.0, 7.0, 7.0, 7.0, 1.0, 0.0]
[8.0, 1.0, 8.0, 0.125, 1.0, 1.0, 8.0, 8.0, 8.0, 1.0, 0.0]
[8.0, 1.0, 8.0, 0.125, 1.0, 1.0, 8.0, 8.0, 8.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[7.0, 1.0, 7.0, 0.143, 1.0, 1.0, 7.0, 7.0, 7.0, 1.0, 0.0]
[7.0, 1.0, 7.0, 0.143, 1.0, 1.0, 7.0, 7.0, 7.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[5.0, 3.2471680255965194, 16.2358401279826, 0.6494336051193038, 0.4627981435648592, 0.612358401279826, 3.7471680255965194, 7.494336051193039, 9.988672102386078, 2.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
[9.0, 1.0, 9.0, 0.111, 1.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0]
