1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
232,175,9,0,0,1.1666669,0.62360954,2.8333333,2.1679492,15.37037,12.444445,13.555555,20.11111,-8.777778,-5.4444447,14.222222,20.11111,0.38741234,2.2421958,0
233,184,9,0,0,0.5000002,0.077777766,0.7777777,0.785185,11.851851,9.777778,9.888889,15.888889,-6.2222223,-5.888889,12.111111,15.888889,0.40555555,2.1286457,0
223,185,9,0,0,0.5,0.34960312,2.3888886,2.0807757,12.962963,11.555555,9.777778,17.555555,-4.2222223,-9.555555,13.777778,17.555555,0.44541803,1.8388497,0
228,182,9,0.11111111,0,0.88888854,0.68853056,0.7777775,0.6554615,16.777779,14.555555,12.777778,23,-6.6666665,-12,18.666666,23,0.44435817,1.9164191,0
223,185,9,0,0,0.5,0.34960312,2.3888886,2.0807757,12.962963,11.555555,9.777778,17.555555,-4.2222223,-9.555555,13.777778,17.555555,0.44541803,1.8388497,0
221,195,9,0,0,1.2222223,1.408966,2.9444447,1.5263131,14.740741,11.666667,12.444445,20.11111,-9.222222,-6.888889,16.11111,20.11111,0.43448815,2.1937644,0
232,175,9,0,0,1.1666669,0.62360954,2.8333333,2.1679492,15.37037,12.444445,13.555555,20.11111,-8.777778,-5.4444447,14.222222,20.11111,0.38741234,2.2421958,0
222,189,9,0,0,0.833333,1.0055403,1.0000006,1.1925697,17.296297,14.555555,14.111111,23.222221,-8.222222,-9.555555,17.777779,23.222221,0.41042024,2.0604427,0
215,190,9,0.11111111,0,1.388889,1.0417223,2.6111114,1.8429048,19.88889,16,17.11111,26.555555,-11.666667,-8.333333,20,26.555555,0.40352198,2.2044082,0
222,194,9,0,0,2.2777774,1.1434193,2.2777777,1.4207466,20.185184,16.555555,17.88889,26.11111,-10.888889,-6.888889,17.777779,26.11111,0.3721296,2.224382,0
230,180,9,0.11111111,0,1.1111112,0.5185183,1.9444443,1.2629623,13.851851,9.666667,13.111111,18.777779,-12.555555,-2.2222223,14.777778,18.777779,0.48688295,2.4879174,0
234,177,9,0,0,1.111111,0.4740733,0.88888884,0.5629634,16.25926,12.555555,15.444445,20.777779,-11.111111,-2.4444444,13.555555,20.777779,0.3963988,2.4621184,0
238,180,9,0.11111111,0,0.55555564,0.34074086,1.7222222,1.6629628,13.592592,11.111111,11.888889,17.777779,-7.4444447,-5.111111,12.555555,17.777779,0.3762527,2.2128983,0
233,184,9,0,0,0.5000002,0.077777766,0.7777777,0.785185,11.851851,9.777778,9.888889,15.888889,-6.2222223,-5.888889,12.111111,15.888889,0.40555555,2.1286457,0
232.9233515,183.897802,9,0.002838834,0,0.515613786,0.08903847,0.807585458,0.797391975,11.90295002,9.774939169,9.971215189,15.96269872,-6.384035838,-5.795207468,12.17924303,15.96269872,0.407633425,2.137824915,0
236.3135977,181.3491218,9,0.073635504,0,0.536817876,0.252048546,1.403679523,1.366905498,13.00547407,10.66140383,11.21432808,17.14069331,-7.032212965,-5.373440323,12.40565272,17.14069331,0.386135979,2.184481544,0
227.3607833,182.7457528,9,0.099273764,0,0.882969868,0.722303548,0.801452287,0.712682923,16.8330199,14.555555,12.91982612,23.02367456,-6.832389346,-11.73957832,18.57196743,23.02367456,0.440742555,1.931762815,0
230.3844886,174.3941832,9,0,0,1.133010386,0.599909913,2.743582656,1.991310081,15.4937771,12.47810145,13.76871284,20.2345173,-9.047029931,-5.175192769,14.222222,20.2345173,0.388759688,2.262751587,0
219.2576285,197.8056523,9,0.11111111,0,1.428311305,1.103476505,2.492843918,1.127295941,19.36325596,15.05386057,17.5053366,25.53056996,-12.92818672,-5.573759384,18.50194631,25.53056996,0.41291697,2.335925493,0
230.3041843,184.2695816,9,0,0,0.500000146,0.151056872,1.21210351,1.134452379,12.15138632,10.25703392,9.858935522,16.33819144,-5.683059154,-6.877354587,12.56041371,16.33819144,0.41630174,2.050522039,0
217.8102608,195.1521448,9,0.11111111,0,1.414909814,1.082483353,2.533048585,1.370564971,19.54194363,15.37549776,17.37132048,25.87901047,-12.49933697,-6.511867946,19.01120506,25.87901047,0.409723172,2.291216594,0
227.4687805,196.9406341,9,0.071875338,0,1.078471378,0.583787235,1.758501375,1.334395186,15.43553589,12.16979451,13.59444992,20.54236354,-9.797224781,-5.523257443,15.32048207,20.54236354,0.412762815,2.278586737,0
237.2540859,188.2050551,9,0.028231767,0,0.887072954,0.318639574,1.556463528,1.176737278,8.923722839,6.801385305,7.081887139,12.88789661,-6.367013034,-5.52550768,11.89252091,12.88789661,0.495275975,2.145411125,0
223.9416826,184.4349904,9,0.020926281,0,0.573241917,0.413435537,2.08545753,1.812336973,13.6814322,12.12056458,10.34278758,18.58094287,-4.682600433,-10.01593328,14.69853419,18.58094287,0.44521842,1.853458851,0
228.2414839,196.7739928,9,0.077055355,0,1.391640857,0.442926499,1.468696436,1.288207442,17.15434094,13.70450759,15.34606232,22.41245452,-10.34950135,-5.424837101,15.77433897,22.41245452,0.392084075,2.294084187,0
231.7595822,184.1240418,9,0,0,0.500000175,0.111495467,0.977622768,0.94589238,11.98967531,9.998296628,9.875106593,16.09562522,-5.974138735,-6.343708787,12.31784735,16.09562522,0.410500163,2.092698888,0
221.2226574,194.7773426,9,0,0,1.457249474,1.349840057,2.796006347,1.502807936,15.95298663,12.75521418,13.65669107,21.44705451,-9.593317772,-6.888889,16.48220622,21.44705451,0.420603556,2.200581636,0
228.3409637,184.4659036,9,0,0,0.500000107,0.204422185,1.528400117,1.38880541,12.36952211,10.60605076,9.837121982,16.66539474,-5.29041504,-7.597202,12.88761721,16.66539474,0.424127624,1.993628692,0
228.4798431,184.4520157,9,0,0,0.50000011,0.200647092,1.50602511,1.370812329,12.35409106,10.5813611,9.838665084,16.64224819,-5.318190913,-7.546279574,12.86447064,16.64224819,0.423574017,1.99765336,0
231.8944194,175.2639515,9,0.005865589,0,1.163734098,0.618061742,2.786408582,2.120174669,15.29020692,12.29780526,13.53209267,20.04072305,-8.977207987,-5.274342608,14.25154997,20.04072305,0.392663423,2.255167517,0
221,196.9929527,9,0.036906531,0,1.296035289,1.315889296,2.778365309,1.296502569,16.20469994,12.66314335,14.17905223,21.77190391,-10.62467045,-6.076945358,16.70161524,21.77190391,0.428600164,2.258861742,0
233,184,9,0,0,0.5000002,0.077777766,0.7777777,0.785185,11.851851,9.777778,9.888889,15.888889,-6.2222223,-5.888889,12.111111,15.888889,0.40555555,2.1286457,0
224.1434,184.31396,9,0.025408888,0,0.588931029,0.427109045,2.020459722,1.754834856,13.8353351,12.24159498,10.46381798,18.80059065,-4.781217786,-10.11455067,14.89576888,18.80059065,0.445175661,1.85658827,0
222,192.3070212,9,0,0,1.788694658,1.096734056,1.845127798,1.34348687,19.20701912,15.87836349,16.60975007,25.13294445,-9.985966873,-7.791810788,17.777779,25.13294445,0.385094648,2.168872849,0
221.6141488,196.7009584,9,0.042872355,0,1.956234826,1.137758554,2.342086361,1.194520885,19.78504242,15.8267253,17.80314538,25.7252588,-11.87495334,-5.94569724,17.82065131,25.7252588,0.389350961,2.288188283,0
237.2206743,188.572583,9,0.024519363,0,0.901922564,0.317649595,1.549038722,1.154957844,8.714590815,6.608340346,6.866567757,12.66886477,-6.318751783,-5.544069694,11.86282171,12.66886477,0.500607368,2.142388181,0
237.1989996,188.8110041,9,0.02211107,0,0.911555736,0.317007379,1.544222136,1.140829188,8.578923636,6.483109095,6.726886742,12.52677543,-6.287443963,-5.55611116,11.84355538,12.52677543,0.504065926,2.140427151,0
223.3932118,184.7640729,9,0.00873804,0,0.530583113,0.376257174,2.26218702,1.968685627,13.26296914,11.79148208,10.01370508,17.98371901,-4.414459162,-9.747791925,14.16225169,17.98371901,0.44533468,1.844949941,0
219.5584825,189.3487882,9,0.038754245,0,1.027104383,1.018160155,1.561937053,1.419398916,18.20056287,15.05936039,15.15747528,24.3848486,-9.423603809,-9.129258375,18.55286349,24.3848486,0.408014208,2.110656169,0
232.4965381,175.4965381,9,0,0,1.15287409,0.586484321,2.350587934,1.769480911,15.59105387,12.47203017,14.02450791,20.27662327,-9.357072352,-4.699637495,14.05670922,20.27662327,0.3896434,2.296795774,0
223.4211165,184.9578883,9,0,0,0.500000008,0.338156106,2.32104206,2.026216237,12.91617224,11.48068988,9.782457068,17.48536894,-4.306445602,-9.401145642,13.7075919,17.48536894,0.443739355,1.851053488,0
229.0528089,184.3947191,9,0,0,0.500000121,0.185072429,1.413713965,1.296579411,12.29042814,10.47950056,9.845031365,16.54675392,-5.432784075,-7.33619215,12.76897632,16.54675392,0.421290033,2.01425768,0
217.6459566,191.5119752,9,0.0691118,0,1.724883299,1.080163135,2.48511333,1.68333162,20.00088729,16.20999634,17.40510601,26.38755755,-11.37267174,-7.787342132,19.16001425,26.38755755,0.391655855,2.211958172,0
