1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
0.62282,0.65278,0.62476,0.65046,0.62669,0.64815,0.61315,0.63426,0.55319,0.60185,0.48356,0.58333,0.42553,0.58102,0.37137,0.59722,0.32108,0.62269,0.2824,0.65278,0.24952,0.67361,0.23211,0.68056,0.2205,0.69676,0.23017,0.68056,0.24565,0.66898,0.26692,0.6412,0.29207,0.6088,0.32495,0.57176,0.35397,0.5463,0.38491,0.52315,0.43133,0.5,0.4913,0.4838,0.55126,0.47917,0.59768,0.49074,0.6499,0.53704,0.68859,0.59954,0.7118,0.62037,0.70406,0.61343,0.70019,0.61111,0.67118,0.56944,0.61702,0.52546,0.55706,0.50694,0.50097,0.50463,0.43907,0.52315,0.38491,0.55324,0.34236,0.59259,0.30948,0.63426,0.28627,0.6713,0.27079,0.69907,0.27079,0.6875,0.28433,0.66435,0.30754,0.63889,0.33462,0.61574,0.37331,0.58102,0.42747,0.54398,0
0.54159,0.61806,0.54159,0.61806,0.54159,0.62037,0.53772,0.62037,0.52418,0.61806,0.5087,0.62037,0.50097,0.625,0.48936,0.62963,0.46422,0.63194,0.43714,0.63657,0.41973,0.6412,0.40426,0.63889,0.38298,0.63889,0.36364,0.63194,0.34236,0.62963,0.33075,0.62731,0.33656,0.62731,0.3501,0.62269,0.37331,0.62269,0.39072,0.62731,0.41006,0.62269,0.43714,0.61806,0.46809,0.61343,0.50677,0.61343,0.54352,0.61111,0.57253,0.61806,0.58221,0.62037,0.59188,0.62731,0.58027,0.62269,0.54932,0.62037,0.50484,0.61343,0.45261,0.61111,0.40619,0.61574,0.37524,0.6088,0.34816,0.60648,0.32495,0.59722,0.30561,0.59954,0.2882,0.59954,0.28046,0.59954,0.29207,0.59259,0.33075,0.5787,0.37718,0.56481,0.41973,0.56944,0.47582,0.57639,0.52418,0.59028,0
0.51644,0.65741,0.51644,0.65741,0.51644,0.65741,0.51644,0.65972,0.5029,0.65509,0.48356,0.65278,0.44874,0.64583,0.40812,0.64352,0.3617,0.63657,0.31335,0.62731,0.26499,0.61574,0.21663,0.62037,0.18569,0.62731,0.17215,0.63657,0.18762,0.64352,0.22244,0.65278,0.27466,0.65741,0.32689,0.65741,0.37911,0.65278,0.43133,0.65278,0.48549,0.65509,0.52031,0.65741,0.55899,0.66435,0.59381,0.67593,0.60928,0.68287,0.60542,0.68056,0.59188,0.67361,0.56093,0.66435,0.51257,0.65509,0.45068,0.64583,0.38878,0.6412,0.32689,0.63889,0.27079,0.63657,0.2205,0.65046,0.17215,0.67361,0.16054,0.6875,0.16634,0.68519,0.17988,0.68519,0.21277,0.68519,0.26112,0.66898,0.31528,0.65741,0.3675,0.65046,0.42166,0.64815,0.46809,0.64815,0.51451,0.65509,0
0.5706,0.65741,0.5706,0.65741,0.5706,0.65509,0.56867,0.65046,0.54739,0.6412,0.51064,0.63194,0.46422,0.625,0.41393,0.61574,0.35977,0.61343,0.31721,0.60648,0.27466,0.61111,0.24371,0.59954,0.22631,0.60648,0.23017,0.60648,0.24952,0.61111,0.28627,0.61343,0.33269,0.61806,0.37911,0.61806,0.4236,0.61574,0.47389,0.61574,0.51838,0.62037,0.55706,0.625,0.59381,0.62963,0.61896,0.63657,0.62089,0.63657,0.62089,0.63657,0.60155,0.63426,0.56093,0.62731,0.50677,0.61806,0.44874,0.61111,0.39072,0.61111,0.33849,0.6088,0.29787,0.61111,0.26692,0.60648,0.23985,0.61574,0.23211,0.62037,0.23985,0.62269,0.25145,0.62963,0.28046,0.63889,0.32302,0.63194,0.36944,0.625,0.42166,0.62269,0.47389,0.62269,0.52418,0.63194,0.56286,0.6412,0
0.60155,0.65046,0.60155,0.65046,0.60155,0.65278,0.59768,0.65278,0.57447,0.64583,0.52805,0.63194,0.47195,0.61574,0.41393,0.61574,0.35977,0.61806,0.31528,0.62037,0.27853,0.625,0.24758,0.62731,0.22824,0.63194,0.21857,0.63657,0.22244,0.63657,0.23985,0.63889,0.27853,0.64583,0.32689,0.6412,0.38104,0.62731,0.44294,0.61806,0.5029,0.61343,0.55319,0.61343,0.59381,0.61806,0.62669,0.62269,0.64603,0.62037,0.65377,0.62037,0.65184,0.62269,0.6325,0.62037,0.59188,0.61111,0.53578,0.59722,0.47389,0.58565,0.41586,0.58565,0.3617,0.59722,0.31528,0.60648,0.27466,0.61574,0.23985,0.62037,0.22244,0.62963,0.22631,0.625,0.24952,0.62963,0.29981,0.62269,0.35783,0.62269,0.42166,0.61574,0.48936,0.61111,0.55319,0.61111,0.60155,0.61111,0
0.521568394,0.649386051,0.521568394,0.649386051,0.521568394,0.649857089,0.520779253,0.651696051,0.507239253,0.647539128,0.488686355,0.646171203,0.459390339,0.641582507,0.424685834,0.640687658,0.382605088,0.635625886,0.338592302,0.629198228,0.296543387,0.620931607,0.254890063,0.624146456,0.225919855,0.629671304,0.211197164,0.635625886,0.219173387,0.640687658,0.24452574,0.647586354,0.287282171,0.65127224,0.331622804,0.650330165,0.377927309,0.646644279,0.423049122,0.647586354,0.470108896,0.648483242,0.503350615,0.649386051,0.540454373,0.653966786,0.576061474,0.663185482,0.595870728,0.668237254,0.598713325,0.667815482,0.589908168,0.66275371,0.567241085,0.656797089,0.526374862,0.648483242,0.470793908,0.640638393,0.41244606,0.635537356,0.352525853,0.633225317,0.298399724,0.632322507,0.252053387,0.641965014,0.208040602,0.659921368,0.194065219,0.669090799,0.194738864,0.667724913,0.201967779,0.667724913,0.226572823,0.667724913,0.267431085,0.65340314,0.318434523,0.641360064,0.369473871,0.632994913,0.421266449,0.632100064,0.469666242,0.633517254,0.516481832,0.641874445,0
0.585095782,0.654106866,0.585095782,0.653742967,0.585095782,0.656061392,0.581225782,0.655332018,0.558929468,0.647288746,0.514946488,0.63412812,0.460981047,0.619021392,0.402655435,0.618657493,0.3469721,0.622070765,0.300654729,0.620735474,0.263904729,0.626458746,0.228079113,0.63934387,0.212699468,0.642151224,0.208818769,0.638394221,0.215431401,0.632559235,0.23588807,0.630866895,0.277616314,0.629055992,0.329631057,0.616404463,0.387134913,0.598138224,0.449948599,0.587427902,0.511127897,0.583163376,0.564464565,0.589362261,0.605694214,0.605660656,0.634917897,0.61284425,0.650295967,0.60833613,0.653465963,0.601771772,0.644831401,0.597892887,0.619092451,0.593750242,0.574206485,0.586678362,0.517498411,0.578623347,0.456826133,0.574709402,0.401538766,0.582367033,0.350121398,0.600502967,0.304005435,0.614867004,0.266433679,0.624492478,0.238934739,0.627298258,0.227923689,0.631452645,0.236669305,0.620623761,0.262316325,0.614314739,0.311998251,0.60081038,0.369408602,0.594975395,0.433544214,0.585473376,0.500634565,0.581572749,0.562941231,0.588137108,0.609776321,0.602359097,0
0.528947503,0.669141573,0.528947503,0.669545266,0.528947503,0.668736132,0.528947503,0.670642439,0.51777374,0.666417879,0.496742073,0.658847633,0.459218551,0.641786076,0.412176157,0.631382986,0.358320161,0.621603638,0.302869702,0.613556465,0.24944169,0.604817561,0.197362818,0.618348038,0.160337535,0.641468976,0.144769456,0.653965513,0.157873918,0.65848811,0.187622936,0.659656767,0.235787303,0.646082121,0.289030207,0.625451819,0.343955476,0.607875671,0.399557063,0.608684805,0.458786822,0.610996552,0.505775293,0.617360476,0.551893036,0.633200953,0.592796398,0.653679682,0.614351507,0.679633463,0.613193281,0.680963693,0.600668631,0.67361,0.572422153,0.659495195,0.527781025,0.635672526,0.467241912,0.618726624,0.401287503,0.604388761,0.335678631,0.600055051,0.276875109,0.601377029,0.222866237,0.622143796,0.16944473,0.652574257,0.14668126,0.67253189,0.14031279,0.683975425,0.148444348,0.688021096,0.176600598,0.683975425,0.219881241,0.662506926,0.271674829,0.64244189,0.324572195,0.61688355,0.383462922,0.598392613,0.43834252,0.595156076,0.495917388,0.604928919,0
0.52298165,0.672283433,0.522762956,0.672283433,0.522762956,0.672283433,0.522762956,0.67433303,0.510967998,0.670224964,0.492935651,0.667131499,0.459860693,0.659399161,0.420984607,0.655001425,0.375873388,0.645964815,0.329267302,0.634877482,0.282869909,0.623047078,0.236690084,0.625589342,0.206185217,0.631485473,0.187848608,0.641528938,0.19416165,0.650304017,0.224837741,0.657215877,0.275968781,0.65741,0.327761393,0.654016864,0.37911,0.649648395,0.431112433,0.651736132,0.486144954,0.654307662,0.523362695,0.658975803,0.563132782,0.667742009,0.597952782,0.683497482,0.612332695,0.689655144,0.608690261,0.68525628,0.594932695,0.677002009,0.564200261,0.665915803,0.516712782,0.65509,0.455476609,0.645308066,0.393359042,0.641461531,0.332122869,0.63889,0.277114084,0.636309597,0.227695477,0.651243465,0.18021687,0.675697737,0.168825564,0.694023614,0.176151912,0.689364346,0.189691912,0.686232741,0.222363218,0.681796864,0.269405564,0.666109926,0.320295303,0.655322263,0.370771389,0.648894197,0.423186347,0.646322667,0.468961393,0.64815,0.514727567,0.654046132,0
0.622081318,0.699085566,0.611632418,0.69492041,0.601183518,0.687970481,0.588411974,0.681950169,0.553980176,0.662039929,0.507938766,0.647222458,0.447581679,0.643051229,0.387228202,0.651856314,0.34544749,0.653242627,0.307546389,0.663434025,0.268470966,0.679645735,0.246812376,0.684275735,0.242567785,0.67454911,0.249925584,0.662971327,0.268882552,0.651856314,0.30369655,0.645830071,0.355922552,0.631014675,0.410469195,0.624064746,0.463853518,0.622213517,0.513756875,0.631942217,0.559784618,0.645367302,0.598085584,0.664353927,0.632126297,0.669907542,0.657655719,0.709269252,0.661518497,0.713436483,0.658816819,0.693061469,0.644118497,0.670831229,0.608523208,0.656013686,0.559004887,0.638417373,0.49943153,0.624992217,0.43637921,0.624533375,0.37564153,0.631940071,0.323028497,0.640741158,0.282029076,0.654631158,0.242963652,0.679167542,0.224385719,0.701393856,0.225546431,0.703249012,0.240244753,0.690741541,0.268489463,0.679632458,0.309877531,0.652307373,0.366360176,0.61989959,0.424383786,0.601834505,0.486670042,0.60091089,0.547023906,0.621754675,0.593443906,0.638417373,0
