0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,0.0
0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,0.0
0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,0.0
0.365,0.295,0.08,0.2555,0.097,0.043,0.1,0.0
0.39,0.295,0.095,0.203,0.0875,0.045,0.075,0.0
0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,0.0
0.4,0.32,0.095,0.303,0.1335,0.06,0.1,0.0
0.405,0.31,0.1,0.385,0.173,0.0915,0.11,0.0
0.505,0.4,0.125,0.583,0.246,0.13,0.175,0.0
0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,0.0
0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,0.0
0.47,0.37,0.13,0.5225,0.201,0.133,0.165,0.0
0.36,0.265,0.095,0.2315,0.105,0.046,0.075,0.0
0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,0.0
0.325,0.26,0.09,0.1915,0.085,0.036,0.062,0.0
0.35,0.26,0.095,0.211,0.086,0.056,0.068,0.0
0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,0.0
0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,0.0
0.53,0.395,0.145,0.775,0.308,0.169,0.255,0.0
0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,0.0
0.37,0.28,0.095,0.2655,0.122,0.052,0.08,0.0
0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,0.0
0.405,0.3,0.12,0.324,0.1265,0.07,0.11,0.0
0.39,0.29,0.125,0.3055,0.121,0.082,0.09,0.0
0.365,0.27,0.085,0.205,0.078,0.0485,0.07,0.0
0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,0.0
0.305,0.245,0.075,0.156,0.0675,0.038,0.045,0.0
0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,0.0
0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,0.0
0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,0.0
0.335,0.265,0.105,0.222,0.0935,0.056,0.075,0.0
0.355,0.275,0.09,0.251,0.097,0.053,0.08,0.0
0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,0.0
0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,0.0
0.44,0.345,0.12,0.365,0.1655,0.083,0.11,0.0
0.36,0.275,0.095,0.217,0.084,0.0435,0.09,0.0
0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,0.0
0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,0.0
0.32,0.24,0.085,0.17,0.0655,0.047,0.049,0.0
0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,0.0
0.38,0.235,0.1,0.258,0.1055,0.054,0.08,0.0
0.325,0.24,0.085,0.173,0.0795,0.038,0.05,0.0
0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,0.0
0.31,0.225,0.08,0.1345,0.054,0.024,0.05,0.0
0.295,0.215,0.075,0.129,0.05,0.0295,0.04,0.0
0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,0.0
0.435,0.325,0.115,0.3915,0.154,0.094,0.12,0.0
0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,0.0
0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,0.0
0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,0.0
0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,0.0
0.37,0.275,0.1,0.22,0.094,0.045,0.065,0.0
0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,0.0
0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,0.0
0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,0.0
0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,0.0
0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,0.0
0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,0.0
0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,0.0
0.395,0.29,0.095,0.319,0.138,0.08,0.082,0.0
