189.0,144.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
189.0,141.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
210.0,153.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57.0,89.0,9.0,0.0,0.0,1.7222222,1.3066783,6.1666665,4.7034264,17.0,13.0,24.555555,13.444445,-12.0,22.666666,-10.666667,24.555555,0.47748852,-2.1297464,1.0
243.0,94.0,9.0,0.0,0.0,0.6666666,0.31111112,0.22222221,0.029629631,1.1851852,0.22222222,3.2222223,0.11111111,-2.8888888,6.111111,-3.2222223,3.2222223,0.9777778,-2.0712416,1.0
229.0,104.0,9.0,0.0,0.0,0.49999985,0.54772234,2.8333333,2.0412421,19.777779,16.333334,26.11111,16.88889,-10.333333,19.0,-8.666667,26.11111,0.37553233,-2.1506376,1.0
226.0,131.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
196.0,95.0,9.0,0.0,0.0,1.722222,1.1238165,1.3333335,1.264911,7.6296296,6.7777777,10.777778,5.3333335,-2.5555556,9.444445,-6.888889,10.777778,0.51256585,-1.7492584,1.0
43.0,152.0,9.0,0.0,0.0,1.9444445,1.7074082,1.2222222,0.8296299,1.5185186,1.0,2.8888888,0.6666667,-1.5555556,4.111111,-2.5555556,2.8888888,0.64867723,-1.9332389,1.0
54.0,133.0,9.0,0.0,0.0,1.5555557,1.0074074,0.50000006,0.3444443,5.3703704,3.6666667,9.0,3.4444444,-5.111111,10.888889,-5.7777777,9.0,0.6304714,-2.0480003,1.0
157.0,85.0,9.0,0.0,0.0,1.2222223,1.2412657,0.22222233,0.17213264,18.925926,14.555555,26.88889,15.333333,-13.111111,23.88889,-10.777778,26.88889,0.45902446,-2.1609125,1.0
96.0,94.0,9.0,0.0,0.0,0.7222226,0.28518537,0.44444466,0.42963016,20.222221,16.0,28.777779,15.888889,-12.666667,25.666666,-13.0,28.777779,0.45154575,-2.084893,1.0
152.0,155.0,9.0,0.0,0.0,0.5,0.61111104,10.777778,131.80739,7.296296,5.3333335,11.0,5.5555553,-5.888889,11.111111,-5.2222223,11.0,0.5,-2.115567,1.0
208.0,34.0,9.0,0.0,0.0,1.7222224,1.7309811,0.4444445,0.50184834,14.444445,10.777778,21.0,11.555555,-11.0,19.666666,-8.666667,21.0,0.479958,-2.1623826,1.0
222.0,62.0,9.0,0.0,0.0,0.27777782,0.2509242,0.6666667,0.55777335,6.4074073,4.111111,11.444445,3.6666667,-6.888889,15.111111,-8.222222,11.444445,0.68080807,-2.0341523,1.0
123.0,152.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,134.0,9.0,0.0,0.0,0.6666667,0.088888995,0.61111116,0.24074072,2.9629629,1.1111112,6.4444447,1.3333334,-5.5555553,10.444445,-4.888889,6.4444447,0.8292328,-2.133095,1.0
223.0,62.0,9.0,0.0,0.0,0.3333334,0.29814243,0.44444442,0.50184846,6.4444447,4.111111,11.444445,3.7777777,-7.0,15.0,-8.0,11.444445,0.6703704,-2.0487173,1.0
184.0,145.0,9.0,0.0,0.0,0.72222227,0.6116159,0.22222222,0.2721655,0.5555556,0.33333334,1.2222222,0.11111111,-0.6666667,2.0,-1.3333334,1.2222222,0.5277778,-1.9209436,1.0
225.0,58.0,9.0,0.0,0.0,0.3333335,0.42163706,0.4444445,0.34426522,8.333333,5.5555553,14.111111,5.3333335,-8.333333,17.333334,-9.0,14.111111,0.62222224,-2.0685637,1.0
58.0,113.0,9.0,0.0,0.0,3.4444447,1.2232318,0.7222223,0.38968182,20.851852,16.88889,28.444445,17.222223,-11.888889,22.777779,-10.888889,28.444445,0.4148072,-2.1256926,1.0
160.0,41.0,9.0,0.0,0.0,0.8333333,0.8096638,0.22222225,0.17213258,0.7037037,0.5555556,1.2222222,0.33333334,-0.44444445,1.5555556,-1.1111112,1.2222222,0.537037,-1.8451205,1.0
160.0,110.0,9.0,0.0,0.0,0.833333,0.6912145,0.4444437,0.2721654,31.62963,27.222221,39.333336,28.333334,-13.222222,23.11111,-9.888889,39.333336,0.3074441,-2.1872416,1.0
186.0,12.0,9.0,0.0,0.0,0.44444433,0.27216548,2.3333333,1.9663839,6.259259,3.8888888,11.333333,3.5555556,-7.111111,15.222222,-8.111111,11.333333,0.6873016,-2.057978,1.0
142.0,111.0,9.0,0.0,0.0,1.1111113,0.45541987,0.55555534,0.34426492,28.74074,24.555555,35.88889,25.777779,-12.555555,21.444445,-8.888889,35.88889,0.31548372,-2.2026672,1.0
252.0,137.0,9.0,0.0,0.0,0.88888884,0.544331,0.6111111,0.71232533,0.7407407,0.33333334,1.7777778,0.11111111,-1.2222222,3.1111112,-1.8888888,1.7777778,0.75,-2.0076063,1.0
206.0,61.0,9.0,0.0,0.0,0.5555555,0.40368673,0.4999999,0.45946813,7.0740743,4.666667,12.222222,4.3333335,-7.2222223,15.444445,-8.222222,12.222222,0.64589113,-2.0487173,1.0
239.0,93.0,9.0,0.0,0.0,3.444444,13.496301,1.0555555,0.86296237,14.407408,9.888889,22.88889,10.444445,-13.555555,25.444445,-11.888889,22.88889,0.57700235,-2.1374934,1.0
