1.0,1.0,1.0,136.64023698629754,1.3901438964257675,3381.0290961910923,0.0
1.0,1.0,1.0,136.52150681568622,1.3947216659732489,3378.4591041043427,0.0
1.0,1.0,1.0,136.74139956178888,1.4354525298802414,3377.5349671028216,0.0
1.0,1.0,1.0,136.73484979988558,1.435295282932557,3377.440524592448,0.0
1.0,1.0,1.0,136.70930859015655,1.3874807663796016,3382.524196167979,0.0
0.7895583126218206,1.2104416873781794,0.7895583126218206,170.2001290928852,1.875409580172594,7370.074655434524,0.0
0.9195496132787786,1.0804503867212214,0.9195496132787786,167.9434801134804,1.858776318412083,7007.032733438175,0.0
0.37825393101012317,1.6217460689898768,0.37825393101012317,184.77521265064522,1.981238141615844,7983.407029679104,0.0
0.780337487691202,1.219662512308798,0.780337487691202,181.51133365140802,1.828151071351213,7167.6748703720295,0.0
0.08089530223546804,2.8382093955290637,1.0,179.22499160096396,1.9640885910702455,10464.337056210215,0.0
0.5895280097430252,1.410471990256975,0.5895280097430252,178.581079210354,1.9361266383449371,7575.278484429638,0.0
0.5220999557092431,1.9558000885815139,1.0,175.9930336754511,1.89728722368115,9126.396788238402,0.0
0.39953993910189867,2.2009201217962024,1.0,178.41555496371188,1.9098035452683588,9727.540218613043,0.0
1.0,1.0,1.0,130.33766858892156,1.3039090626680676,2660.9455280233524,0.0
1.0,1.0,1.0,130.28393365057195,1.3099812835288323,2681.5324176800004,0.0
1.0,1.0,1.0,130.28610183166253,1.3097362720920918,2680.701745751483,0.0
1.0,1.0,1.0,128.4698614,1.40429778,3095.057527,0.0
1.0,1.0,1.0,128.7758614,1.36718467,2948.401601,0.0
1.0,1.0,1.0,129.5368614,1.28157246,3024.629928,0.0
1.0,1.0,1.0,130.7028614,1.44285794,3076.358131,0.0
1.0,1.0,1.0,128.5556986100747,1.4440066809225158,3231.522724677619,0.0
1.0,1.0,1.0,129.16361701550892,1.3378223353885186,2986.518235943211,0.0
1.0,1.0,1.0,128.79548128040838,1.4000375964644787,3095.578191229872,0.0
1.0,1.0,1.0,129.03565662356255,1.2904372399023971,3016.8862425742054,0.0
1.0,1.0,1.0,129.48144729464136,1.374258250420717,3002.3125386407837,0.0
1.0,1.0,1.0,130.16497599067588,1.368728150273653,3086.069836456292,0.0
