[0.5138538853069627, 0.22422528139254627, -0.06539818398301714, 0.29897046754929707, -0.07474004761789772, 0.09342891342651197, -0.3456849242625531, 0.17751082467929027, -0.018683727269761165, 0.14948523377464853, -0.028030729443494818, 0.6356313484676858, 0.6356313484676858, 0.6730039415460611, 0.27126269693537153, 0.5889168917544298, -0.4954879783279178, 0.18685782685302393, 0.028030729443494818, 0.5515442986760544, 0.7384021255290782, 0.8038003095120955, -0.40205906490140586, 0.654315075737447, 0.5702331644846687, 0.6973297844764927, -0.03610851252052027, 0.6636569393723275, 0.45811538524954243, 0.5515442986760544, -0.6730039415460611, 0.14948523377464853, -0.14948523377464853, 0.0]
[1.0, 0.10135, 0.10811, 0.0, 0.0, 0.0, 0.0, 0.5473, 0.82432, 0.31081, 1.0, 0.0, 0.0, 0.0, 0.0, 0.37162, -1.0, 0.33108, -1.0, 0.0, 0.0, 0.0, 0.0, -0.42568, -1.0, 1.0, -1.0, 0.55405, -0.23649, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.39286, 0.52381, -0.78824, 0.11342, -0.16628, -0.76378, 0.66667, 0.0119, 0.82143, 0.40476, -0.6723, 0.30729, -0.34797, -0.63668, 0.46429, 0.15476, 0.54762, 0.05952, -0.5183, 0.44961, -0.47651, -0.47594, 0.32143, 0.70238, 0.51971, 0.38848, 0.57143, 0.39286, -0.54891, -0.29915, 0.25441, -0.55837, 0.0]
[0.0, -1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, 0.0]
[0.7111477079822953, 0.7350619213911959, 0.23307697728065324, 0.5159305506640754, 0.0, 0.7211163148376631, -0.3446276067547561, 0.7350619213911959, -0.3725188198618218, 0.7768916295747146, 0.20518576417358758, 0.7629531344982615, 0.19124726909713463, 0.7490075279447287, -0.35857321330828895, 0.6792866066541444, 0.20518576417358758, 0.6792866066541444, 0.13546484288300342, 0.7071778197612101, -0.4282941345988732, 0.18524855046285205, -0.4561782362288589, 0.6095656853635603, -0.4701238427823917, 0.6615576942941458, -0.46427820862277724, 0.6932322132076773, 0.06574392159241915, 0.3067677867923227, -0.15338744913470126, 0.6235112919170931, -0.48406944933592455, 0.0]
[0.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 1.0, 0.51724, 0.0, 0.0, 0.10991, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -0.22414, -0.55711, -0.83297, 0.7694, 0.63147, 0.0, 0.0, 0.53448, 0.35668, -0.90302, 0.44828, 1.0, -1.0, -1.0, 0.81573, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 0.55172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.68198, -0.17314, 0.82332, 0.21908, 0.46643, 0.32862, 0.25795, 0.58304, 1.0, -0.15194, 0.0106, 0.44523, 0.0106, 0.38869, 0.18681, 0.41168, 0.10567, 0.36353, 0.04325, 0.30745, -0.00083, 0.24936, -0.02862, 0.19405, -0.04314, 0.14481, -0.04779, 0.10349, -0.04585, 0.07064, -0.04013, 0.04586, 0.0]
[0.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 1.0, 1.0, -1.0, -0.1875, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, -1.0, -1.0, 0.0]
[0.0, 0.0, 0.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 0.0]
[1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 0.625, 1.0, -0.75, -0.75, 1.0, 1.0, 1.0, 0.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.85, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -0.6, -1.0, 1.0, 1.0, -1.0, -0.2, 1.0, -1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
[0.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 0.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 0.0, 0.0, 0.0]
[0.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]
[0.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, 0.0]
