[46.0, 4.0, 4.0, 4.0, 1.0, 1.0, 1.0, 4.0, 0.0, 0.0]
[43.0, 4.0, 4.0, 5.0, 0.0, 1.0, 1.0, 4.0, 0.0, 0.0]
[31.916155279218476, 2.0, 2.0, 6.361281573593842, 1.0, 0.3612815735938417, 3.0, 4.0, 0.0, 0.0]
[36.0, 4.0, 4.0, 3.0, 1.0, 1.0, 1.0, 4.0, 0.0, 0.0]
[36.0, 4.0, 4.0, 3.0, 0.0, 1.0, 1.7995843230422082, 3.7995843230422084, 0.0, 0.0]
[28.0, 4.0, 4.0, 2.0, 1.0, 1.0, 1.0, 3.0, 0.0, 0.0]
[41.0, 4.0, 4.0, 8.0, 1.0, 1.0, 1.0, 4.0, 0.0, 0.0]
[21.0, 4.0, 4.0, 1.0, 1.0, 1.0, 1.0, 4.0, 0.0, 0.0]
[31.890599419802417, 4.0, 4.0, 2.109400580197582, 0.890599419802418, 0.0, 3.109400580197582, 4.0, 0.0, 0.0]
[35.0, 4.0, 4.0, 4.076187708525938, 1.0, 1.0, 1.0, 4.0, 0.0, 0.0]
[45.0, 4.0, 4.0, 3.0, 1.0, 1.0, 1.0, 4.0, 0.0, 0.0]
[48.0, 4.0, 4.0, 4.0, 0.0, 1.0, 1.0, 4.0, 0.0, 0.0]
[19.857085553681003, 4.0, 4.0, 1.0, 1.0, 1.0, 1.2857286115797497, 4.0, 0.0, 0.0]
[42.0, 4.0, 4.0, 3.0, 1.0, 0.0, 1.0, 4.0, 0.0, 0.0]
[36.0, 4.0, 4.0, 4.0, 0.0, 1.0, 1.0, 4.0, 0.0, 0.0]
[36.0, 3.9849108805801077, 3.9849108805801077, 3.0150891194198923, 1.0, 1.0, 1.0, 3.9849108805801077, 0.0, 0.0]
[32.0, 3.0, 3.0, 6.0, 1.0, 0.0, 3.0, 3.0, 0.0, 0.0]
[36.0, 4.0, 4.0, 3.908789499863757, 0.09121050013624288, 1.0, 1.0, 4.0, 0.0, 0.0]
[44.0, 1.0, 4.0, 2.0, 1.0, 1.0, 1.0, 3.0, 0.0, 0.0]
[33.355738688707824, 4.0, 4.0, 3.0, 1.0, 1.0, 1.0, 4.0, 0.0, 0.0]
[25.0, 3.0, 1.0, 4.0, 1.0, 1.0, 3.0, 1.0, 0.0, 0.0]
[24.0, 4.0, 4.0, 1.0, 1.0, 1.0, 1.0004750292460236, 4.0, 0.0, 0.0]
[47.82340310050176, 3.4117015502508776, 4.0, 10.588298449749121, 1.0, 0.41170155025087785, 1.5882984497491222, 3.4117015502508776, 0.0, 0.0]
