[3.0, 7.0, 5.0, 5.0, 3.0, 10.909100379322934, 2.090899620677066, 2.0, 2.0, 8.0, 2.909100379322934, 9.090899620677066, 3.0, 5.0, 2.909100379322934, 8.0, 0.0]
[2.0, 7.0, 4.0, 5.0, 3.0, 11.330651441456759, 3.3306514414567587, 2.3306514414567587, 2.0, 9.0, 2.0, 9.0, 1.3306514414567587, 6.0, 2.0, 8.0, 0.0]
[3.0, 8.764814661832801, 5.0, 6.764814661832801, 3.0, 12.0, 3.0, 2.764814661832801, 2.764814661832801, 10.0, 1.235185338167199, 9.0, 2.0, 6.0, 2.0, 8.0, 0.0]
[3.0, 9.422119598424151, 5.5778804015758485, 7.4221195984241515, 4.0, 12.0, 3.0, 2.0, 2.0, 9.0, 2.0, 8.577880401575849, 2.0, 6.0, 2.0, 8.0, 0.0]
[5.0, 8.0, 8.0, 7.0, 7.0, 7.58782927867016, 7.0, 2.0, 5.0, 7.0, 8.41217072132984, 8.82434144265968, 5.0, 10.41217072132984, 3.0, 6.41217072132984, 0.0]
[3.2367724710755974, 7.236772471075597, 6.236772471075597, 5.236772471075597, 4.236772471075597, 5.236772471075597, 5.0, 2.7632275289244026, 3.0, 3.2367724710755974, 2.0, 6.0, 3.5264550578488048, 6.0, 3.7632275289244026, 4.0, 0.0]
[4.767539118849612, 8.232460881150388, 7.535078237699224, 7.232460881150388, 6.767539118849612, 7.767539118849612, 7.232460881150388, 2.0, 5.232460881150388, 7.0, 8.0, 8.232460881150388, 5.0, 10.232460881150388, 3.0, 6.232460881150388, 0.0]
[1.0, 3.0, 2.605928018089716, 1.605928018089716, 1.0, 6.0, 2.605928018089716, 1.605928018089716, 1.605928018089716, 5.394071981910284, 2.0, 8.0, 1.0, 6.0, 1.0, 7.0, 0.0]
[3.0, 11.0, 5.0, 8.0, 4.0, 12.0, 2.8486294934742538, 3.0, 3.0, 10.0, 1.1513705065257462, 9.0, 2.0, 6.0, 3.0, 8.0, 0.0]
[3.0, 9.0, 5.604149133753463, 7.0, 3.6041491337534626, 11.0, 3.0, 2.0, 2.0, 9.0, 2.0, 9.0, 3.0, 4.395850866246537, 3.0, 8.0, 0.0]
[4.49928108439977, 9.0, 7.0, 6.49928108439977, 4.49928108439977, 8.0, 3.0, 1.0, 2.0, 5.49928108439977, 2.0, 7.50071891560023, 3.0, 5.0, 3.49928108439977, 7.0, 0.0]
[3.0, 7.452802976883924, 5.0, 5.452802976883924, 3.0, 10.452802976883923, 3.5471970231160763, 1.4528029768839237, 2.0, 8.0, 2.5471970231160763, 9.0, 2.0, 4.452802976883924, 2.0, 7.452802976883924, 0.0]
[3.0, 3.0, 5.0, 4.810504880979259, 1.8105048809792588, 7.0, 5.0, 3.0, 0.8105048809792589, 6.189495119020741, 1.0, 8.0, 2.0, 7.0, 2.0, 7.189495119020741, 0.0]
[4.654933625638961, 7.0, 5.654933625638961, 5.0, 5.654933625638961, 7.654933625638961, 7.0, 6.654933625638961, 3.6549336256389604, 7.0, 6.0, 8.0, 2.0, 7.654933625638961, 8.0, 3.0, 0.0]
[9.187754119742555, 13.187754119742555, 7.1877541197425545, 7.1877541197425545, 3.5938770598712773, 10.593877059871277, 1.0, 2.5938770598712773, 0.8122458802574453, 10.0, 4.0, 11.406122940128723, 3.0, 4.406122940128722, 4.0, 9.187754119742555, 0.0]
[4.3605965663801705, 10.0, 7.0, 8.0, 5.0, 7.0, 3.0, 1.3605965663801707, 2.3605965663801705, 4.6394034336198295, 2.0, 7.6394034336198295, 3.2788068672396586, 5.3605965663801705, 3.2788068672396586, 6.0, 0.0]
[2.795160661492198, 9.0, 4.795160661492198, 6.0, 3.0, 10.204839338507803, 2.795160661492198, 1.795160661492198, 2.0, 8.204839338507803, 3.0, 9.795160661492197, 2.0, 6.0, 3.0, 7.204839338507802, 0.0]
[3.0, 7.0, 5.141789405194234, 5.0, 3.1417894051942334, 12.0, 3.0, 2.0, 2.0, 9.0, 2.0, 8.858210594805767, 2.283578810388467, 5.0, 2.0, 8.0, 0.0]
[4.596864524525473, 8.0, 6.596864524525473, 7.0, 6.403135475474527, 9.403135475474528, 7.403135475474527, 3.0, 4.0, 6.596864524525473, 7.0, 6.0, 5.0, 9.596864524525472, 4.403135475474527, 5.596864524525473, 0.0]
[4.0, 8.48012622428769, 5.480126224287688, 6.480126224287688, 4.0, 8.0, 2.5198737757123117, 1.0, 2.0, 6.0, 2.0, 8.0, 2.0, 6.480126224287688, 2.4801262242876883, 6.0, 0.0]
[4.831229491046677, 9.831229491046678, 4.831229491046677, 5.662458982093353, 2.8312294910466766, 10.0, 2.0, 4.0, 2.0, 11.0, 5.831229491046677, 12.831229491046678, 4.831229491046677, 4.0, 5.0, 10.0, 0.0]
