5.0,7.0,35.0,1.4,0.4,0.657,2.33,14.0,23.0,6.0,1.0
6.0,7.0,42.0,1.167,0.429,0.881,3.6,18.0,37.0,5.0,1.0
6.0,18.0,108.0,3.0,0.287,0.741,4.43,31.0,80.0,7.0,1.0
5.0,7.0,35.0,1.4,0.371,0.743,4.33,13.0,26.0,3.0,1.0
6.0,3.0,18.0,0.5,0.5,0.944,2.25,9.0,17.0,4.0,1.0
5.0,8.0,40.0,1.6,0.55,1.0,2.44,22.0,40.0,9.0,1.0
6.0,4.0,24.0,0.667,0.417,0.708,2.5,10.0,17.0,4.0,1.0
5.0,6.0,30.0,1.2,0.333,0.333,10.0,10.0,10.0,1.0,1.0
5.0,5.0,25.0,1.0,0.4,0.52,10.0,10.0,13.0,1.0,1.0
5.0,7.0,35.0,1.4,0.486,0.914,8.5,17.0,32.0,2.0,1.0
5.0,2.0,10.0,0.4,0.8,1.0,8.0,8.0,10.0,1.0,1.0
5.0,3.0,15.0,0.6,0.533,0.733,8.0,8.0,11.0,1.0,1.0
5.0,6.0,30.0,1.2,0.433,0.733,13.0,13.0,22.0,1.0,1.0
5.0,7.0,35.0,1.4,0.429,0.857,5.0,15.0,30.0,3.0,1.0
6.0,7.0,42.0,1.167,0.405,0.881,4.25,17.0,37.0,4.0,1.0
5.0,8.0,40.0,1.6,0.375,0.475,15.0,15.0,19.0,1.0,1.0
6.0,7.0,42.0,1.167,0.405,0.952,4.25,17.0,40.0,4.0,1.0
5.0,19.0,95.0,3.8,0.232,0.4,5.5,22.0,38.0,4.0,1.0
5.0,5.0,25.0,1.0,0.4,0.56,5.0,10.0,14.0,2.0,1.0
4.0,6.0,24.0,1.5,0.417,0.5,10.0,10.0,12.0,1.0,1.0
4.0,6.0,24.0,1.5,0.458,0.792,5.5,11.0,19.0,2.0,1.0
4.0,18.0,72.0,4.5,0.25,0.528,2.57,18.0,38.0,7.0,1.0
6.0,7.0,42.0,1.167,0.357,0.548,7.5,15.0,23.0,2.0,1.0
5.0,7.0,35.0,1.4,0.429,0.886,2.5,15.0,31.0,6.0,1.0
5.0,4.0,20.0,0.8,0.5,0.8,10.0,10.0,16.0,1.0,1.0
13.0,25.0,325.0,1.923,0.234,0.286,10.86,76.0,93.0,7.0,1.0
13.0,25.0,325.0,1.923,0.351,0.68,6.0,114.0,221.0,19.0,1.0
7.0,16.0,112.0,2.286,0.321,0.643,2.57,36.0,72.0,14.0,1.0
7.0,103.0,721.0,14.714,0.295,0.691,1.76,213.0,498.0,121.0,1.0
11.0,9.0,99.0,0.818,0.343,0.626,3.4,34.0,62.0,10.0,1.0
11.0,8.0,88.0,0.727,0.58,1.0,5.1,51.0,88.0,10.0,1.0
11.0,8.0,88.0,0.727,0.409,0.477,36.0,36.0,42.0,1.0,1.0
11.0,8.0,88.0,0.727,0.602,1.0,5.89,53.0,88.0,9.0,1.0
11.0,35.0,385.0,3.182,0.382,0.657,6.13,147.0,253.0,24.0,1.0
10.0,38.0,380.0,3.8,0.426,0.947,3.12,162.0,360.0,52.0,1.0
9.0,21.0,189.0,2.333,0.429,0.772,3.0,81.0,146.0,27.0,1.0
9.0,37.0,333.0,4.111,0.532,0.913,3.22,177.0,304.0,55.0,1.0
10.0,98.0,980.0,9.8,0.379,0.835,2.22,371.0,818.0,167.0,1.0
9.0,50.0,450.0,5.556,0.496,0.958,2.69,223.0,431.0,83.0,1.0
10.0,66.0,660.0,6.6,0.273,0.661,1.94,180.0,436.0,93.0,1.0
9.0,90.0,810.0,10.0,0.26,0.786,2.18,211.0,637.0,97.0,1.0
9.0,22.0,198.0,2.444,0.288,0.818,2.48,57.0,162.0,23.0,1.0
9.0,92.0,828.0,10.222,0.286,0.885,1.93,237.0,733.0,123.0,1.0
9.0,12.0,108.0,1.333,0.444,0.981,1.71,48.0,106.0,28.0,1.0
9.0,51.0,459.0,5.667,0.296,0.786,2.34,136.0,361.0,58.0,1.0
9.0,34.0,306.0,3.778,0.32,0.886,1.56,98.0,271.0,63.0,1.0
9.0,80.0,720.0,8.889,0.333,0.878,2.02,240.0,632.0,119.0,1.0
8.0,95.0,760.0,11.875,0.303,0.937,1.77,230.0,712.0,130.0,1.0
11.0,99.0,1089.0,9.0,0.23,0.601,2.14,250.0,654.0,117.0,1.0
10.0,12.0,120.0,1.2,0.367,1.0,1.69,44.0,120.0,26.0,1.0
10.0,53.0,530.0,5.3,0.294,0.819,1.79,156.0,434.0,87.0,1.0
9.0,92.0,828.0,10.222,0.292,0.843,2.05,242.0,698.0,118.0,1.0
11.0,85.0,935.0,7.727,0.257,0.894,1.67,240.0,836.0,144.0,1.0
9.0,83.0,747.0,9.222,0.284,0.849,1.91,212.0,634.0,111.0,1.0
9.0,12.0,108.0,1.333,0.454,1.0,1.69,49.0,108.0,29.0,1.0
9.0,64.0,576.0,7.111,0.299,0.97,1.81,172.0,559.0,95.0,1.0
11.0,102.0,1122.0,9.273,0.223,0.768,1.53,250.0,862.0,163.0,1.0
12.0,12.0,144.0,1.0,0.306,0.979,1.69,44.0,141.0,26.0,1.0
12.0,56.0,672.0,4.667,0.256,0.827,2.02,172.0,556.0,85.0,1.0
9.0,84.0,756.0,9.333,0.222,0.937,1.81,168.0,708.0,93.0,1.0
9.0,54.0,486.0,6.0,0.292,0.957,1.48,142.0,465.0,96.0,1.0
